transformer_id,feeder_id,substation_id,latitude,longitude,rated_kva,phase,primary_voltage_kv,secondary_voltage_v,age_years,manufacturer,status
XFMR-000269,FDR-0001,SUB-001,33.527976,-112.178081,37.5,B,12.47,208,16,Prolec,active
XFMR-000270,FDR-0001,SUB-001,33.528141,-112.178208,500,AB,12.47,480,29,ABB,active
XFMR-000271,FDR-0001,SUB-001,33.528051,-112.178263,100,BC,12.47,208,45,GE,active
XFMR-000272,FDR-0001,SUB-001,33.528012,-112.178431,15,AC,12.47,480,41,Prolec,active
XFMR-000273,FDR-0001,SUB-001,33.528212,-112.178523,37.5,AB,12.47,240,32,GE,active
XFMR-000274,FDR-0001,SUB-001,33.527991,-112.178708,333,ABC,12.47,480,22,Prolec,active
XFMR-000275,FDR-0001,SUB-001,33.528132,-112.17886,10,A,12.47,240,29,Siemens,failed
XFMR-000276,FDR-0001,SUB-001,33.528059,-112.178898,25,AC,12.47,208,11,GE,active
XFMR-000277,FDR-0001,SUB-001,33.527999,-112.179086,75,AC,12.47,240,4,Siemens,active
XFMR-000278,FDR-0001,SUB-001,33.528036,-112.179178,100,AC,12.47,120,7,ABB,active
XFMR-000279,FDR-0001,SUB-001,33.527971,-112.179371,250,AC,12.47,480,1,ABB,active
XFMR-000280,FDR-0001,SUB-001,33.528209,-112.179426,25,AB,12.47,120,15,Siemens,active
XFMR-000281,FDR-0001,SUB-001,33.528044,-112.179555,75,C,12.47,208,9,Siemens,active
XFMR-000282,FDR-0001,SUB-001,33.528038,-112.179689,500,AC,12.47,240,5,Howard Industries,active
XFMR-000283,FDR-0001,SUB-001,33.528024,-112.179832,167,C,12.47,240,41,Prolec,active
XFMR-000284,FDR-0001,SUB-001,33.528168,-112.17998,37.5,A,12.47,120,9,ABB,active
XFMR-000285,FDR-0001,SUB-001,33.528165,-112.180111,75,ABC,12.47,240,16,GE,active
XFMR-000286,FDR-0001,SUB-001,33.528152,-112.180253,10,ABC,12.47,208,14,Howard Industries,active
XFMR-000287,FDR-0001,SUB-001,33.528146,-112.180388,50,AC,12.47,120,16,Siemens,active
XFMR-000288,FDR-0001,SUB-001,33.527987,-112.180511,250,A,12.47,208,21,Eaton,active
XFMR-000289,FDR-0001,SUB-001,33.528211,-112.18058,75,BC,12.47,240,31,ABB,failed
XFMR-000290,FDR-0001,SUB-001,33.528134,-112.180785,37.5,A,12.47,120,26,Howard Industries,active
XFMR-000291,FDR-0001,SUB-001,33.528198,-112.180849,100,AC,12.47,480,6,Prolec,active
XFMR-000292,FDR-0001,SUB-001,33.528189,-112.180988,15,C,12.47,120,33,Eaton,active
XFMR-000293,FDR-0001,SUB-001,33.528143,-112.181162,100,BC,12.47,120,20,Prolec,active
XFMR-000294,FDR-0001,SUB-001,33.528058,-112.181211,10,B,12.47,120,28,ABB,active
XFMR-000295,FDR-0001,SUB-001,33.528188,-112.181374,500,AC,12.47,240,8,ABB,active
XFMR-000296,FDR-0001,SUB-001,33.528033,-112.181493,167,C,12.47,208,11,GE,active
XFMR-000297,FDR-0001,SUB-001,33.528205,-112.181614,15,ABC,12.47,120,22,Siemens,active
XFMR-000298,FDR-0001,SUB-001,33.527969,-112.181814,167,AB,12.47,208,4,Siemens,active
XFMR-000299,FDR-0001,SUB-001,33.52798,-112.181932,50,ABC,12.47,120,37,Prolec,active
XFMR-000300,FDR-0001,SUB-001,33.527986,-112.182054,10,ABC,12.47,120,16,ABB,active
XFMR-000301,FDR-0001,SUB-001,33.528001,-112.182167,25,ABC,12.47,120,36,Prolec,active
XFMR-000302,FDR-0001,SUB-001,33.528169,-112.182292,37.5,AB,12.47,208,18,ABB,active
XFMR-000303,FDR-0001,SUB-001,33.527975,-112.182451,25,B,12.47,120,26,ABB,active
XFMR-000304,FDR-0001,SUB-001,33.528214,-112.182504,75,A,12.47,480,1,GE,active
XFMR-000305,FDR-0001,SUB-001,33.528183,-112.182663,333,B,12.47,480,24,Howard Industries,active
XFMR-000306,FDR-0001,SUB-001,33.528063,-112.182748,250,ABC,12.47,240,10,ABB,active
XFMR-000307,FDR-0001,SUB-001,33.528129,-112.182974,500,ABC,12.47,120,22,ABB,active
XFMR-000308,FDR-0001,SUB-001,33.528165,-112.183067,15,B,12.47,240,27,Siemens,active
XFMR-000309,FDR-0001,SUB-001,33.52806,-112.183136,50,A,12.47,120,15,Howard Industries,active
XFMR-000310,FDR-0001,SUB-001,33.528217,-112.183272,15,BC,12.47,120,33,Eaton,active
XFMR-000311,FDR-0001,SUB-001,33.528002,-112.183451,100,AC,12.47,240,16,GE,active
XFMR-000312,FDR-0001,SUB-001,33.528159,-112.183588,75,C,12.47,480,18,Eaton,active
XFMR-000313,FDR-0001,SUB-001,33.527983,-112.183727,25,A,12.47,240,29,Siemens,active
XFMR-000314,FDR-0001,SUB-001,33.528139,-112.183864,37.5,AB,12.47,208,30,GE,active
XFMR-000315,FDR-0001,SUB-001,33.528136,-112.183995,333,A,12.47,240,21,Eaton,active
XFMR-000316,FDR-0001,SUB-001,33.528152,-112.184108,100,BC,12.47,120,44,GE,active
XFMR-000317,FDR-0001,SUB-001,33.528062,-112.184162,100,ABC,12.47,480,36,Prolec,active
XFMR-000318,FDR-0001,SUB-001,33.527972,-112.18438,25,A,12.47,120,4,Eaton,active
XFMR-000319,FDR-0001,SUB-001,33.528209,-112.184436,500,AC,12.47,120,38,Howard Industries,active
XFMR-000320,FDR-0001,SUB-001,33.528044,-112.184566,15,B,12.47,480,9,ABB,active
XFMR-000321,FDR-0001,SUB-001,33.52821,-112.184692,15,A,12.47,480,4,Eaton,active
XFMR-000322,FDR-0001,SUB-001,33.52817,-112.184861,167,A,12.47,480,44,Siemens,active
XFMR-000323,FDR-0001,SUB-001,33.527984,-112.185011,50,C,12.47,480,10,ABB,active
XFMR-000324,FDR-0001,SUB-001,33.528189,-112.185099,167,AB,12.47,480,4,ABB,active
XFMR-000325,FDR-0001,SUB-001,33.527977,-112.185276,500,ABC,12.47,240,41,Howard Industries,active
XFMR-000326,FDR-0001,SUB-001,33.528226,-112.185319,167,BC,12.47,480,23,Howard Industries,active
XFMR-000327,FDR-0001,SUB-001,33.528002,-112.185508,10,C,12.47,240,2,GE,active
XFMR-000328,FDR-0001,SUB-001,33.528226,-112.185576,333,B,12.47,240,7,Eaton,active
XFMR-000329,FDR-0001,SUB-001,33.52799,-112.185777,37.5,BC,12.47,480,23,Eaton,active
XFMR-000330,FDR-0001,SUB-001,33.528186,-112.185873,333,A,12.47,208,37,Howard Industries,active
XFMR-000331,FDR-0001,SUB-001,33.528222,-112.185965,250,C,12.47,240,32,ABB,active
XFMR-000332,FDR-0001,SUB-001,33.527986,-112.186166,10,BC,12.47,480,1,GE,active
XFMR-000333,FDR-0001,SUB-001,33.527983,-112.186297,75,AC,12.47,240,21,ABB,active
XFMR-000334,FDR-0001,SUB-001,33.528022,-112.186387,15,ABC,12.47,208,5,GE,active
XFMR-000335,FDR-0001,SUB-001,33.528029,-112.186508,75,C,12.47,208,9,Eaton,active
XFMR-000336,FDR-0001,SUB-001,33.528171,-112.186659,500,C,12.47,240,36,Prolec,active
XFMR-000337,FDR-0001,SUB-001,33.528188,-112.18677,37.5,AC,12.47,240,25,GE,active
XFMR-000338,FDR-0001,SUB-001,33.527992,-112.18693,10,AC,12.47,480,37,ABB,active
XFMR-000339,FDR-0001,SUB-001,33.527995,-112.187056,500,BC,12.47,120,32,Eaton,active
XFMR-000340,FDR-0001,SUB-001,33.528135,-112.187209,75,B,12.47,120,43,Prolec,active
XFMR-000341,FDR-0001,SUB-001,33.527997,-112.187312,50,B,12.47,240,45,ABB,active
XFMR-000342,FDR-0001,SUB-001,33.528042,-112.187395,10,AB,12.47,480,27,Eaton,active
XFMR-000343,FDR-0001,SUB-001,33.528176,-112.187553,75,BC,12.47,480,7,Siemens,active
XFMR-000344,FDR-0001,SUB-001,33.528021,-112.187673,25,AB,12.47,120,3,GE,active
XFMR-000345,FDR-0001,SUB-001,33.527989,-112.187833,15,C,12.47,240,25,Eaton,active
XFMR-000346,FDR-0001,SUB-001,33.528018,-112.187933,75,BC,12.47,480,2,Siemens,active
XFMR-000347,FDR-0001,SUB-001,33.528143,-112.1881,25,A,12.47,120,22,Eaton,active
XFMR-000348,FDR-0001,SUB-001,33.528168,-112.188204,500,C,12.47,208,16,ABB,active
XFMR-000349,FDR-0001,SUB-001,33.528184,-112.188316,25,A,12.47,208,1,Siemens,active
XFMR-000350,FDR-0001,SUB-001,33.528209,-112.188419,37.5,A,12.47,120,14,Eaton,active
XFMR-000351,FDR-0001,SUB-001,33.528225,-112.188532,15,C,12.47,480,31,Siemens,active
XFMR-000352,FDR-0001,SUB-001,33.528154,-112.188732,25,C,12.47,480,24,Eaton,active
XFMR-000353,FDR-0001,SUB-001,33.528153,-112.188861,50,B,12.47,208,37,ABB,active
XFMR-000354,FDR-0001,SUB-001,33.528033,-112.188946,15,AC,12.47,208,35,Siemens,active
XFMR-000355,FDR-0001,SUB-001,33.528022,-112.189085,100,ABC,12.47,480,35,Prolec,active
XFMR-000356,FDR-0001,SUB-001,33.52801,-112.189225,167,C,12.47,120,26,Prolec,active
XFMR-000357,FDR-0001,SUB-001,33.52802,-112.189344,15,ABC,12.47,480,12,Eaton,active
XFMR-000358,FDR-0001,SUB-001,33.528044,-112.189449,10,AB,12.47,120,44,Siemens,active
XFMR-000359,FDR-0001,SUB-001,33.528045,-112.189576,333,C,12.47,208,5,ABB,active
XFMR-000360,FDR-0001,SUB-001,33.528167,-112.189747,50,BC,12.47,480,1,Prolec,active
XFMR-000361,FDR-0001,SUB-001,33.528179,-112.189863,15,AB,12.47,240,10,Howard Industries,active
XFMR-000362,FDR-0001,SUB-001,33.528039,-112.189968,15,BC,12.47,120,19,Howard Industries,active
XFMR-000363,FDR-0001,SUB-001,33.528215,-112.190084,100,AC,12.47,480,37,Howard Industries,active
XFMR-000364,FDR-0001,SUB-001,33.528144,-112.190283,25,BC,12.47,480,3,Siemens,active
XFMR-000365,FDR-0002,SUB-001,33.528426,-112.14356,167,C,12.47,208,2,GE,active
XFMR-000366,FDR-0002,SUB-001,33.528699,-112.143401,167,ABC,12.47,120,15,Eaton,active
XFMR-000367,FDR-0002,SUB-001,33.529055,-112.143357,50,AC,12.47,480,39,Prolec,active
XFMR-000368,FDR-0002,SUB-001,33.529336,-112.143387,167,ABC,12.47,208,4,Howard Industries,active
XFMR-000369,FDR-0002,SUB-001,33.529611,-112.143424,25,ABC,12.47,120,12,Eaton,active
XFMR-000370,FDR-0002,SUB-001,33.529936,-112.143609,37.5,A,12.47,480,4,GE,active
XFMR-000371,FDR-0002,SUB-001,33.530255,-112.143404,250,AB,12.47,120,44,ABB,active
XFMR-000372,FDR-0002,SUB-001,33.530588,-112.143382,25,ABC,12.47,480,38,Howard Industries,active
XFMR-000373,FDR-0002,SUB-001,33.530868,-112.143415,15,C,12.47,120,25,ABB,active
XFMR-000374,FDR-0002,SUB-001,33.53122,-112.143572,37.5,AC,12.47,240,44,Eaton,active
XFMR-000375,FDR-0002,SUB-001,33.531516,-112.143588,500,A,12.47,480,9,Prolec,active
XFMR-000376,FDR-0002,SUB-001,33.531867,-112.143549,50,BC,12.47,208,42,GE,active
XFMR-000377,FDR-0002,SUB-001,33.532136,-112.143393,167,C,12.47,240,30,GE,active
XFMR-000378,FDR-0002,SUB-001,33.532493,-112.143349,333,A,12.47,120,33,Prolec,active
XFMR-000379,FDR-0002,SUB-001,33.532806,-112.143347,50,AC,12.47,120,31,ABB,active
XFMR-000380,FDR-0002,SUB-001,33.533062,-112.143403,50,C,12.47,208,13,Eaton,active
XFMR-000381,FDR-0002,SUB-001,33.53337,-112.143605,333,AB,12.47,208,44,Eaton,active
XFMR-000382,FDR-0002,SUB-001,33.533723,-112.143365,50,AB,12.47,480,25,Prolec,active
XFMR-000383,FDR-0002,SUB-001,33.53404,-112.143558,75,AC,12.47,240,44,Howard Industries,active
XFMR-000384,FDR-0002,SUB-001,33.534329,-112.143383,250,C,12.47,240,43,Howard Industries,active
XFMR-000385,FDR-0002,SUB-001,33.534603,-112.143619,50,AC,12.47,240,44,GE,active
XFMR-000386,FDR-0002,SUB-001,33.534927,-112.143607,50,AB,12.47,208,24,GE,active
XFMR-000387,FDR-0002,SUB-001,33.535263,-112.143583,167,A,12.47,120,31,Eaton,active
XFMR-000388,FDR-0002,SUB-001,33.535615,-112.143344,250,C,12.47,480,4,Eaton,active
XFMR-000389,FDR-0002,SUB-001,33.53586,-112.143411,333,AB,12.47,240,21,Prolec,active
XFMR-000390,FDR-0002,SUB-001,33.53616,-112.143423,500,B,12.47,208,41,ABB,failed
XFMR-000391,FDR-0002,SUB-001,33.536491,-112.143602,333,ABC,12.47,240,32,ABB,active
XFMR-000392,FDR-0002,SUB-001,33.536819,-112.143388,100,AB,12.47,480,25,ABB,active
XFMR-000393,FDR-0002,SUB-001,33.537107,-112.143411,10,C,12.47,240,2,Prolec,failed
XFMR-000394,FDR-0002,SUB-001,33.537473,-112.143556,75,C,12.47,240,7,Siemens,active
XFMR-000395,FDR-0002,SUB-001,33.537742,-112.143598,10,C,12.47,208,30,Prolec,active
XFMR-000396,FDR-0002,SUB-001,33.538075,-112.143379,500,B,12.47,208,32,GE,active
XFMR-000397,FDR-0002,SUB-001,33.538351,-112.143415,10,B,12.47,240,9,Eaton,active
XFMR-000398,FDR-0002,SUB-001,33.538706,-112.14357,15,C,12.47,120,25,Prolec,active
XFMR-000399,FDR-0002,SUB-001,33.539012,-112.143576,333,A,12.47,120,42,ABB,active
XFMR-000400,FDR-0002,SUB-001,33.539282,-112.143419,100,A,12.47,208,31,Prolec,active
XFMR-000401,FDR-0002,SUB-001,33.539651,-112.143559,50,AB,12.47,120,43,Howard Industries,active
XFMR-000402,FDR-0002,SUB-001,33.539954,-112.143568,100,ABC,12.47,120,33,Prolec,active
XFMR-000403,FDR-0002,SUB-001,33.540234,-112.143601,167,B,12.47,240,17,Howard Industries,active
XFMR-000404,FDR-0002,SUB-001,33.540553,-112.143395,50,B,12.47,120,36,Siemens,active
XFMR-000405,FDR-0002,SUB-001,33.540898,-112.143362,75,B,12.47,120,1,Prolec,active
XFMR-000406,FDR-0002,SUB-001,33.541152,-112.14342,25,A,12.47,120,7,GE,active
XFMR-000407,FDR-0002,SUB-001,33.541499,-112.143385,50,AB,12.47,120,7,Eaton,active
XFMR-000408,FDR-0002,SUB-001,33.54185,-112.143346,500,C,12.47,480,8,ABB,active
XFMR-000409,FDR-0002,SUB-001,33.542165,-112.14354,25,AC,12.47,240,22,GE,active
XFMR-000410,FDR-0002,SUB-001,33.542484,-112.143335,15,C,12.47,208,12,ABB,active
XFMR-000411,FDR-0002,SUB-001,33.542796,-112.143335,100,AC,12.47,480,27,Prolec,active
XFMR-000412,FDR-0002,SUB-001,33.543029,-112.143612,10,ABC,12.47,240,7,Siemens,active
XFMR-000413,FDR-0002,SUB-001,33.543372,-112.143383,25,BC,12.47,480,23,Howard Industries,active
XFMR-000414,FDR-0002,SUB-001,33.543704,-112.143561,167,AB,12.47,120,27,Siemens,active
XFMR-000415,FDR-0002,SUB-001,33.543973,-112.143405,10,AC,12.47,240,43,GE,active
XFMR-000416,FDR-0002,SUB-001,33.544328,-112.14356,100,AC,12.47,240,31,GE,active
XFMR-000417,FDR-0002,SUB-001,33.544635,-112.143565,250,BC,12.47,120,1,Prolec,active
XFMR-000418,FDR-0002,SUB-001,33.544933,-112.14338,167,ABC,12.47,240,5,Siemens,active
XFMR-000419,FDR-0002,SUB-001,33.545228,-112.143398,10,BC,12.47,240,36,Prolec,active
XFMR-000420,FDR-0002,SUB-001,33.545588,-112.143547,167,AB,12.47,480,6,Siemens,active
XFMR-000421,FDR-0002,SUB-001,33.54583,-112.143419,500,A,12.47,120,26,Siemens,active
XFMR-000422,FDR-0002,SUB-001,33.546185,-112.143574,333,BC,12.47,208,33,Howard Industries,active
XFMR-000423,FDR-0002,SUB-001,33.546509,-112.143364,75,ABC,12.47,120,15,Siemens,active
XFMR-000424,FDR-0002,SUB-001,33.54683,-112.143354,500,C,12.47,480,8,ABB,active
XFMR-000425,FDR-0002,SUB-001,33.547088,-112.143409,75,ABC,12.47,208,36,Howard Industries,active
XFMR-000426,FDR-0002,SUB-001,33.547388,-112.143618,167,B,12.47,480,7,GE,active
XFMR-000427,FDR-0002,SUB-001,33.547708,-112.143412,37.5,AB,12.47,240,22,ABB,active
XFMR-000428,FDR-0002,SUB-001,33.548005,-112.143624,167,AB,12.47,240,32,ABB,active
XFMR-000429,FDR-0002,SUB-001,33.548318,-112.143426,333,AB,12.47,240,45,Howard Industries,active
XFMR-000430,FDR-0002,SUB-001,33.548706,-112.143547,100,AC,12.47,208,33,Siemens,active
XFMR-000431,FDR-0002,SUB-001,33.548997,-112.143568,50,AB,12.47,208,19,Siemens,active
XFMR-000432,FDR-0002,SUB-001,33.549262,-112.143417,250,ABC,12.47,208,36,Prolec,active
XFMR-000433,FDR-0002,SUB-001,33.549581,-112.14341,500,C,12.47,240,42,Eaton,active
XFMR-000434,FDR-0002,SUB-001,33.549941,-112.143362,15,ABC,12.47,208,36,Siemens,active
XFMR-000435,FDR-0002,SUB-001,33.550278,-112.143337,500,AC,12.47,208,28,ABB,active
XFMR-000436,FDR-0002,SUB-001,33.550498,-112.143626,10,AC,12.47,120,13,GE,active
XFMR-000437,FDR-0002,SUB-001,33.550823,-112.143415,500,C,12.47,240,4,Prolec,active
XFMR-000438,FDR-0002,SUB-001,33.551139,-112.143609,75,ABC,12.47,480,7,Howard Industries,active
XFMR-000439,FDR-0002,SUB-001,33.551505,-112.143555,500,BC,12.47,480,16,Howard Industries,active
XFMR-000440,FDR-0002,SUB-001,33.551822,-112.143351,500,A,12.47,480,25,Siemens,active
XFMR-000441,FDR-0002,SUB-001,33.552152,-112.143333,250,A,12.47,120,17,Eaton,active
XFMR-000442,FDR-0002,SUB-001,33.552444,-112.143353,37.5,AC,12.47,208,38,Howard Industries,active
XFMR-000443,FDR-0002,SUB-001,33.552698,-112.143609,50,AB,12.47,240,44,ABB,active
XFMR-000444,FDR-0002,SUB-001,33.553007,-112.143612,100,A,12.47,480,18,Howard Industries,active
XFMR-000445,FDR-0002,SUB-001,33.553318,-112.143415,10,C,12.47,480,10,ABB,active
XFMR-000446,FDR-0002,SUB-001,33.553646,-112.143597,500,BC,12.47,208,32,Howard Industries,active
XFMR-000447,FDR-0002,SUB-001,33.553933,-112.143424,250,B,12.47,240,34,ABB,active
XFMR-000448,FDR-0002,SUB-001,33.554253,-112.143415,15,C,12.47,240,14,Prolec,active
XFMR-000449,FDR-0002,SUB-001,33.554585,-112.143593,333,BC,12.47,480,36,Prolec,failed
XFMR-000450,FDR-0002,SUB-001,33.554928,-112.143364,37.5,AC,12.47,240,3,Prolec,active
XFMR-000451,FDR-0002,SUB-001,33.555211,-112.143591,100,C,12.47,208,2,Howard Industries,active
XFMR-000452,FDR-0002,SUB-001,33.555522,-112.143394,167,A,12.47,208,42,Eaton,active
XFMR-000453,FDR-0002,SUB-001,33.555804,-112.143621,25,ABC,12.47,120,41,ABB,active
XFMR-000454,FDR-0002,SUB-001,33.556171,-112.143566,500,AB,12.47,120,14,Howard Industries,active
XFMR-000455,FDR-0002,SUB-001,33.556508,-112.143343,500,ABC,12.47,120,44,Eaton,active
XFMR-000456,FDR-0002,SUB-001,33.556803,-112.143557,15,A,12.47,120,12,GE,active
XFMR-000457,FDR-0002,SUB-001,33.557101,-112.143572,50,AB,12.47,480,29,Prolec,active
XFMR-000458,FDR-0002,SUB-001,33.557387,-112.143399,500,A,12.47,120,42,Prolec,active
XFMR-000459,FDR-0002,SUB-001,33.557743,-112.143553,15,C,12.47,120,19,Prolec,active
XFMR-000460,FDR-0002,SUB-001,33.557987,-112.143422,100,AB,12.47,120,31,Eaton,active
XFMR-000461,FDR-0002,SUB-001,33.558304,-112.143417,250,C,12.47,240,20,Prolec,active
XFMR-000462,FDR-0002,SUB-001,33.558699,-112.143334,10,BC,12.47,240,8,ABB,failed
XFMR-000463,FDR-0002,SUB-001,33.558974,-112.143569,50,B,12.47,208,14,Siemens,active
XFMR-000464,FDR-0002,SUB-001,33.559311,-112.143544,25,B,12.47,240,40,GE,active
XFMR-000465,FDR-0002,SUB-001,33.559556,-112.143611,250,AB,12.47,120,19,Prolec,active
XFMR-000466,FDR-0002,SUB-001,33.559859,-112.143421,75,C,12.47,240,43,Prolec,active
XFMR-000467,FDR-0002,SUB-001,33.56019,-112.1436,37.5,C,12.47,480,29,GE,active
XFMR-000468,FDR-0002,SUB-001,33.560504,-112.143598,333,BC,12.47,208,21,Siemens,active
XFMR-000469,FDR-0002,SUB-001,33.560816,-112.143598,500,AB,12.47,208,24,Eaton,active
XFMR-000470,FDR-0002,SUB-001,33.56113,-112.143398,167,AB,12.47,208,20,Siemens,active
XFMR-000471,FDR-0002,SUB-001,33.561426,-112.143611,50,ABC,12.47,240,35,Eaton,active
XFMR-000472,FDR-0002,SUB-001,33.561809,-112.14354,15,A,12.47,120,38,Howard Industries,active
XFMR-000473,FDR-0002,SUB-001,33.562091,-112.14357,250,C,12.47,480,42,Eaton,active
XFMR-000474,FDR-0002,SUB-001,33.562366,-112.143409,25,AB,12.47,120,26,GE,active
XFMR-000475,FDR-0002,SUB-001,33.562722,-112.143563,250,B,12.47,480,11,Eaton,active
XFMR-000476,FDR-0002,SUB-001,33.563024,-112.143572,167,C,12.47,120,15,Siemens,active
XFMR-000477,FDR-0002,SUB-001,33.563306,-112.143603,10,AC,12.47,240,34,GE,active
XFMR-000478,FDR-0002,SUB-001,33.563683,-112.143537,10,AC,12.47,208,7,Prolec,active
XFMR-000479,FDR-0002,SUB-001,33.563967,-112.143368,50,BC,12.47,240,25,Prolec,active
XFMR-000480,FDR-0002,SUB-001,33.564274,-112.14357,250,C,12.47,480,15,Howard Industries,active
XFMR-000481,FDR-0002,SUB-001,33.564609,-112.143349,167,ABC,12.47,480,39,ABB,active
XFMR-000482,FDR-0002,SUB-001,33.564852,-112.143615,37.5,A,12.47,208,14,Eaton,active
XFMR-000483,FDR-0002,SUB-001,33.565187,-112.143593,500,B,12.47,480,22,Prolec,active
XFMR-000484,FDR-0002,SUB-001,33.56553,-112.143363,37.5,BC,12.47,240,42,Siemens,active
XFMR-000485,FDR-0002,SUB-001,33.565778,-112.143625,25,AC,12.47,120,37,Eaton,active
XFMR-000486,FDR-0002,SUB-001,33.566112,-112.143603,250,AB,12.47,120,43,GE,active
XFMR-000487,FDR-0002,SUB-001,33.566419,-112.143409,167,B,12.47,240,27,Howard Industries,active
XFMR-000488,FDR-0002,SUB-001,33.566768,-112.143571,333,AC,12.47,208,11,Prolec,active
XFMR-000489,FDR-0002,SUB-001,33.567114,-112.143537,37.5,AB,12.47,480,9,ABB,failed
XFMR-000490,FDR-0002,SUB-001,33.567385,-112.143379,25,BC,12.47,120,12,Siemens,active
XFMR-000491,FDR-0002,SUB-001,33.567705,-112.143569,15,AB,12.47,240,39,Howard Industries,active
XFMR-000492,FDR-0002,SUB-001,33.568046,-112.143341,250,AB,12.47,208,3,Prolec,active
XFMR-000493,FDR-0002,SUB-001,33.568291,-112.143408,100,C,12.47,120,28,Eaton,active
XFMR-000494,FDR-0002,SUB-001,33.568657,-112.143552,50,BC,12.47,480,17,Eaton,failed
XFMR-000495,FDR-0002,SUB-001,33.568966,-112.143555,333,BC,12.47,120,34,ABB,active
XFMR-000496,FDR-0002,SUB-001,33.569224,-112.14341,100,C,12.47,120,10,Siemens,active
XFMR-000497,FDR-0002,SUB-001,33.569541,-112.143406,333,C,12.47,208,44,Siemens,active
XFMR-000498,FDR-0002,SUB-001,33.569869,-112.14339,25,C,12.47,480,17,GE,active
XFMR-000499,FDR-0002,SUB-001,33.570217,-112.143354,25,ABC,12.47,120,15,Siemens,active
XFMR-000500,FDR-0002,SUB-001,33.570546,-112.143534,37.5,BC,12.47,480,22,Howard Industries,active
XFMR-000501,FDR-0002,SUB-001,33.570831,-112.143561,25,AB,12.47,120,6,Eaton,active
XFMR-000502,FDR-0002,SUB-001,33.571135,-112.143569,15,C,12.47,240,24,ABB,active
XFMR-000503,FDR-0002,SUB-001,33.571459,-112.143359,333,AC,12.47,208,39,ABB,active
XFMR-000504,FDR-0002,SUB-001,33.57178,-112.143349,167,A,12.47,240,43,Howard Industries,active
XFMR-000505,FDR-0002,SUB-001,33.572014,-112.143626,333,B,12.47,120,24,Eaton,active
XFMR-000506,FDR-0002,SUB-001,33.57242,-112.143531,50,ABC,12.47,480,23,Prolec,active
XFMR-000507,FDR-0002,SUB-001,33.572692,-112.14357,15,A,12.47,208,36,Howard Industries,active
XFMR-000508,FDR-0002,SUB-001,33.573042,-112.143335,37.5,BC,12.47,240,30,Siemens,active
XFMR-000509,FDR-0002,SUB-001,33.573284,-112.143405,250,A,12.47,120,33,GE,active
XFMR-000510,FDR-0002,SUB-001,33.573581,-112.143419,250,ABC,12.47,208,45,Siemens,active
XFMR-000511,FDR-0002,SUB-001,33.573937,-112.143573,75,ABC,12.47,480,44,Siemens,active
XFMR-000512,FDR-0002,SUB-001,33.574279,-112.143345,15,C,12.47,120,25,Prolec,active
XFMR-000513,FDR-0002,SUB-001,33.574527,-112.143607,75,AB,12.47,208,34,Howard Industries,failed
XFMR-000514,FDR-0002,SUB-001,33.5749,-112.143546,50,A,12.47,480,44,Prolec,active
XFMR-000515,FDR-0002,SUB-001,33.575136,-112.143621,167,C,12.47,208,14,Howard Industries,active
XFMR-000516,FDR-0002,SUB-001,33.575535,-112.143534,167,AC,12.47,240,16,Prolec,active
XFMR-000517,FDR-0002,SUB-001,33.575778,-112.143602,37.5,ABC,12.47,240,40,GE,active
XFMR-000518,FDR-0002,SUB-001,33.576074,-112.143618,500,AC,12.47,480,40,ABB,active
XFMR-000519,FDR-0002,SUB-001,33.57643,-112.143575,167,C,12.47,208,32,Howard Industries,active
XFMR-000520,FDR-0002,SUB-001,33.576736,-112.143382,100,B,12.47,240,4,Howard Industries,active
XFMR-000521,FDR-0002,SUB-001,33.577047,-112.143581,250,C,12.47,480,44,Eaton,active
XFMR-000522,FDR-0003,SUB-001,33.527792,-112.143361,75,AC,12.47,120,1,Prolec,active
XFMR-000523,FDR-0003,SUB-001,33.527457,-112.143373,75,BC,12.47,208,12,Howard Industries,active
XFMR-000524,FDR-0003,SUB-001,33.527103,-112.143404,75,B,12.47,480,28,Eaton,active
XFMR-000525,FDR-0003,SUB-001,33.526828,-112.143356,100,C,12.47,480,12,Howard Industries,active
