solar_id,customer_id,transformer_id,feeder_id,substation_id,latitude,longitude,capacity_kw,panel_type,azimuth_deg,tilt_deg,install_date,inverter_type,status
SOL-000188,CUST-0001545,XFMR-000240,FDR-0002,SUB-001,33.489974,-112.14374,5.0,polycrystalline,197,26,2021-05-01,micro,active
SOL-000189,CUST-0001552,XFMR-000241,FDR-0002,SUB-001,33.489785,-112.143513,10.6,thin-film,198,35,2022-08-01,micro,active
SOL-000190,CUST-0001564,XFMR-000244,FDR-0002,SUB-001,33.488221,-112.143821,6.1,polycrystalline,175,24,2019-07-01,string,active
SOL-000191,CUST-0001567,XFMR-000244,FDR-0002,SUB-001,33.488999,-112.143819,9.5,polycrystalline,155,28,2016-07-01,micro,active
SOL-000192,CUST-0001577,XFMR-000245,FDR-0002,SUB-001,33.488635,-112.143377,292.5,thin-film,202,28,2018-03-01,string,active
SOL-000193,CUST-0001583,XFMR-000248,FDR-0002,SUB-001,33.487454,-112.143263,9.6,polycrystalline,199,19,2019-06-01,string,active
SOL-000194,CUST-0001592,XFMR-000249,FDR-0002,SUB-001,33.487533,-112.143128,7.2,thin-film,160,30,2017-07-01,string,active
SOL-000195,CUST-0001596,XFMR-000249,FDR-0002,SUB-001,33.487582,-112.143733,8.9,thin-film,208,23,2018-07-01,micro,active
SOL-000196,CUST-0001618,XFMR-000252,FDR-0002,SUB-001,33.48669,-112.143757,10.3,monocrystalline,178,18,2018-09-01,string,active
SOL-000197,CUST-0001621,XFMR-000253,FDR-0002,SUB-001,33.486199,-112.143237,36.6,thin-film,203,29,2024-01-01,hybrid,active
SOL-000198,CUST-0001658,XFMR-000261,FDR-0002,SUB-001,33.484184,-112.142986,7.6,thin-film,171,15,2020-05-01,micro,active
SOL-000199,CUST-0001666,XFMR-000262,FDR-0002,SUB-001,33.483515,-112.143068,6.3,polycrystalline,170,26,2021-10-01,micro,active
SOL-000200,CUST-0001667,XFMR-000262,FDR-0002,SUB-001,33.484006,-112.143137,5.7,thin-film,187,34,2020-03-01,micro,active
SOL-000201,CUST-0001675,XFMR-000264,FDR-0002,SUB-001,33.482916,-112.14303,10.6,polycrystalline,210,19,2017-03-01,string,active
SOL-000202,CUST-0001677,XFMR-000264,FDR-0002,SUB-001,33.48343,-112.143752,9.5,monocrystalline,170,18,2021-01-01,hybrid,active
SOL-000203,CUST-0001701,XFMR-000267,FDR-0002,SUB-001,33.482021,-112.14316,8.3,monocrystalline,198,18,2016-10-01,hybrid,active
SOL-000204,CUST-0001703,XFMR-000267,FDR-0002,SUB-001,33.482367,-112.143169,4.7,polycrystalline,203,29,2016-09-01,string,active
SOL-000205,CUST-0001710,XFMR-000269,FDR-0002,SUB-001,33.481929,-112.143087,69.2,polycrystalline,185,30,2019-09-01,string,active
SOL-000206,CUST-0001727,XFMR-000270,FDR-0002,SUB-001,33.481333,-112.143267,9.3,monocrystalline,203,26,2017-05-01,string,active
SOL-000207,CUST-0001739,XFMR-000272,FDR-0002,SUB-001,33.480943,-112.143696,66.3,monocrystalline,176,23,2019-10-01,hybrid,active
SOL-000208,CUST-0001740,XFMR-000272,FDR-0002,SUB-001,33.481418,-112.143742,8.8,thin-film,153,20,2016-09-01,micro,active
SOL-000209,CUST-0001744,XFMR-000273,FDR-0002,SUB-001,33.480945,-112.143851,4.2,polycrystalline,205,34,2024-05-01,hybrid,active
SOL-000210,CUST-0001748,XFMR-000273,FDR-0002,SUB-001,33.480656,-112.143463,400.7,polycrystalline,166,34,2017-10-01,hybrid,active
SOL-000211,CUST-0001750,XFMR-000273,FDR-0002,SUB-001,33.480463,-112.143888,4.6,polycrystalline,201,21,2020-07-01,string,active
SOL-000212,CUST-0001753,XFMR-000274,FDR-0002,SUB-001,33.480532,-112.14364,5.9,thin-film,204,26,2020-09-01,micro,active
SOL-000213,CUST-0001761,XFMR-000276,FDR-0002,SUB-001,33.48031,-112.143174,264.6,monocrystalline,157,21,2016-09-01,hybrid,active
SOL-000214,CUST-0001768,XFMR-000276,FDR-0002,SUB-001,33.480375,-112.143741,5.1,monocrystalline,202,19,2022-03-01,micro,active
SOL-000215,CUST-0001778,XFMR-000278,FDR-0002,SUB-001,33.479651,-112.143016,5.0,polycrystalline,204,20,2016-03-01,hybrid,active
SOL-000216,CUST-0001782,XFMR-000278,FDR-0002,SUB-001,33.479093,-112.143223,11.5,monocrystalline,170,26,2016-02-01,hybrid,active
SOL-000217,CUST-0001793,XFMR-000279,FDR-0002,SUB-001,33.479231,-112.143168,445.1,thin-film,203,17,2017-11-01,hybrid,active
SOL-000218,CUST-0001794,XFMR-000279,FDR-0002,SUB-001,33.479532,-112.143016,7.5,thin-film,188,25,2022-09-01,micro,active
SOL-000219,CUST-0001801,XFMR-000281,FDR-0002,SUB-001,33.478708,-112.143533,8.2,monocrystalline,165,19,2018-03-01,string,active
SOL-000220,CUST-0001844,XFMR-000287,FDR-0002,SUB-001,33.47679,-112.143248,169.7,monocrystalline,166,17,2021-03-01,micro,active
SOL-000221,CUST-0001846,XFMR-000287,FDR-0002,SUB-001,33.476631,-112.14384,5.1,thin-film,171,31,2024-10-01,micro,active
SOL-000222,CUST-0001847,XFMR-000287,FDR-0002,SUB-001,33.477312,-112.143389,10.8,monocrystalline,155,34,2023-02-01,hybrid,active
SOL-000223,CUST-0001858,XFMR-000291,FDR-0002,SUB-001,33.475605,-112.143622,5.7,polycrystalline,157,27,2020-02-01,string,active
SOL-000224,CUST-0001863,XFMR-000291,FDR-0002,SUB-001,33.475495,-112.143062,7.9,thin-film,184,23,2020-11-01,string,active
SOL-000225,CUST-0001906,XFMR-000299,FDR-0002,SUB-001,33.473852,-112.143805,4.2,thin-film,204,25,2018-03-01,hybrid,active
SOL-000226,CUST-0001909,XFMR-000299,FDR-0002,SUB-001,33.473555,-112.143191,4.1,polycrystalline,190,32,2022-04-01,micro,active
SOL-000227,CUST-0001933,XFMR-000303,FDR-0002,SUB-001,33.472826,-112.143598,11.4,monocrystalline,187,30,2020-11-01,string,active
SOL-000228,CUST-0001944,XFMR-000304,FDR-0002,SUB-001,33.472136,-112.143141,9.0,thin-film,179,15,2019-07-01,micro,active
SOL-000229,CUST-0001946,XFMR-000304,FDR-0002,SUB-001,33.472625,-112.143003,11.5,monocrystalline,160,25,2016-04-01,string,active
SOL-000230,CUST-0001968,XFMR-000307,FDR-0002,SUB-001,33.47147,-112.143388,6.6,polycrystalline,174,22,2023-12-01,string,active
SOL-000231,CUST-0001970,XFMR-000307,FDR-0002,SUB-001,33.471724,-112.143801,8.4,polycrystalline,167,24,2022-09-01,string,active
SOL-000232,CUST-0001997,XFMR-000311,FDR-0002,SUB-001,33.470207,-112.143735,83.7,polycrystalline,182,33,2023-11-01,micro,active
SOL-000233,CUST-0001999,XFMR-000312,FDR-0002,SUB-001,33.469861,-112.143215,9.2,monocrystalline,206,18,2017-05-01,hybrid,active
SOL-000234,CUST-0002000,XFMR-000312,FDR-0002,SUB-001,33.470643,-112.143207,11.9,polycrystalline,155,24,2017-10-01,hybrid,active
SOL-000235,CUST-0002002,XFMR-000312,FDR-0002,SUB-001,33.470049,-112.14332,4.5,monocrystalline,200,15,2023-05-01,micro,active
SOL-000236,CUST-0002004,XFMR-000312,FDR-0002,SUB-001,33.470248,-112.143457,5.9,polycrystalline,159,16,2022-01-01,micro,active
SOL-000237,CUST-0002007,XFMR-000313,FDR-0002,SUB-001,33.469651,-112.143711,455.9,monocrystalline,204,16,2016-11-01,string,active
SOL-000238,CUST-0002013,XFMR-000314,FDR-0002,SUB-001,33.470171,-112.14369,10.4,monocrystalline,182,32,2023-09-01,micro,inactive
SOL-000239,CUST-0002017,XFMR-000314,FDR-0002,SUB-001,33.469649,-112.143275,7.0,thin-film,181,20,2016-12-01,micro,active
SOL-000240,CUST-0002019,XFMR-000314,FDR-0002,SUB-001,33.470108,-112.143778,5.2,polycrystalline,155,15,2022-04-01,micro,active
SOL-000241,CUST-0002021,XFMR-000315,FDR-0002,SUB-001,33.469069,-112.143279,425.0,polycrystalline,150,24,2020-09-01,string,active
SOL-000242,CUST-0002026,XFMR-000316,FDR-0002,SUB-001,33.469363,-112.143383,4.0,polycrystalline,196,20,2021-05-01,hybrid,active
SOL-000243,CUST-0002027,XFMR-000316,FDR-0002,SUB-001,33.468791,-112.143197,5.8,monocrystalline,200,35,2024-02-01,hybrid,active
SOL-000244,CUST-0002028,XFMR-000316,FDR-0002,SUB-001,33.46907,-112.143178,10.0,polycrystalline,177,29,2024-12-01,string,active
SOL-000245,CUST-0002032,XFMR-000318,FDR-0002,SUB-001,33.468816,-112.143599,6.6,thin-film,205,24,2023-06-01,hybrid,active
SOL-000246,CUST-0002035,XFMR-000318,FDR-0002,SUB-001,33.468948,-112.143498,9.8,monocrystalline,184,23,2020-09-01,micro,active
SOL-000247,CUST-0002044,XFMR-000320,FDR-0002,SUB-001,33.468063,-112.143222,6.3,monocrystalline,161,35,2016-09-01,hybrid,active
SOL-000248,CUST-0002046,XFMR-000320,FDR-0002,SUB-001,33.468309,-112.143209,7.3,thin-film,170,18,2016-02-01,hybrid,active
SOL-000249,CUST-0002053,XFMR-000323,FDR-0002,SUB-001,33.467398,-112.143564,6.4,monocrystalline,200,19,2019-08-01,micro,active
SOL-000250,CUST-0002055,XFMR-000324,FDR-0002,SUB-001,33.467295,-112.143124,9.2,polycrystalline,163,23,2018-11-01,hybrid,active
SOL-000251,CUST-0002057,XFMR-000324,FDR-0002,SUB-001,33.466928,-112.143103,3.9,thin-film,200,19,2020-03-01,string,active
SOL-000252,CUST-0002070,XFMR-000327,FDR-0002,SUB-001,33.466015,-112.143601,4.1,thin-film,150,34,2021-09-01,string,active
SOL-000253,CUST-0002074,XFMR-000328,FDR-0002,SUB-001,33.465819,-112.143682,7.5,thin-film,178,31,2018-12-01,hybrid,active
SOL-000254,CUST-0002099,XFMR-000331,FDR-0002,SUB-001,33.465078,-112.143268,6.6,thin-film,200,30,2020-08-01,hybrid,active
SOL-000255,CUST-0002108,XFMR-000332,FDR-0002,SUB-001,33.464721,-112.143168,6.0,thin-film,155,18,2019-01-01,hybrid,active
SOL-000256,CUST-0002110,XFMR-000333,FDR-0002,SUB-001,33.464884,-112.143626,3.1,polycrystalline,192,15,2022-03-01,string,active
SOL-000257,CUST-0002124,XFMR-000334,FDR-0002,SUB-001,33.464284,-112.143944,5.8,thin-film,155,15,2021-09-01,string,active
SOL-000258,CUST-0002131,XFMR-000335,FDR-0002,SUB-001,33.464263,-112.143545,6.9,polycrystalline,193,15,2017-04-01,string,active
SOL-000259,CUST-0002157,XFMR-000338,FDR-0002,SUB-001,33.462954,-112.143819,96.8,monocrystalline,164,17,2018-04-01,hybrid,active
SOL-000260,CUST-0002160,XFMR-000338,FDR-0002,SUB-001,33.463316,-112.143819,7.2,polycrystalline,204,28,2021-09-01,micro,active
SOL-000261,CUST-0002185,XFMR-000342,FDR-0002,SUB-001,33.462067,-112.143655,9.3,thin-film,156,24,2022-05-01,micro,active
SOL-000262,CUST-0002196,XFMR-000343,FDR-0002,SUB-001,33.461566,-112.143653,3.8,monocrystalline,190,25,2019-01-01,string,active
SOL-000263,CUST-0002213,XFMR-000346,FDR-0002,SUB-001,33.461026,-112.143739,6.6,monocrystalline,204,28,2022-12-01,string,active
SOL-000264,CUST-0002217,XFMR-000346,FDR-0002,SUB-001,33.461023,-112.143087,5.2,polycrystalline,167,35,2018-12-01,micro,active
SOL-000265,CUST-0002218,XFMR-000346,FDR-0002,SUB-001,33.460959,-112.143046,8.6,monocrystalline,203,27,2023-09-01,micro,active
SOL-000266,CUST-0002243,XFMR-000349,FDR-0002,SUB-001,33.460221,-112.143772,11.2,monocrystalline,183,30,2019-12-01,string,active
SOL-000267,CUST-0002249,XFMR-000350,FDR-0002,SUB-001,33.460049,-112.143593,11.4,monocrystalline,198,25,2021-04-01,hybrid,active
SOL-000268,CUST-0002261,XFMR-000352,FDR-0002,SUB-001,33.459589,-112.143681,5.7,monocrystalline,204,26,2019-08-01,hybrid,active
SOL-000269,CUST-0002283,XFMR-000355,FDR-0002,SUB-001,33.458646,-112.143724,11.3,thin-film,179,22,2018-05-01,string,active
SOL-000270,CUST-0002303,XFMR-000359,FDR-0002,SUB-001,33.457305,-112.143108,6.1,thin-film,165,33,2021-04-01,micro,active
SOL-000271,CUST-0002316,XFMR-000361,FDR-0002,SUB-001,33.456738,-112.143463,7.9,thin-film,154,30,2022-06-01,micro,active
SOL-000272,CUST-0002323,XFMR-000363,FDR-0002,SUB-001,33.456447,-112.143386,11.5,polycrystalline,205,28,2023-12-01,hybrid,active
SOL-000273,CUST-0002334,XFMR-000364,FDR-0002,SUB-001,33.455848,-112.143043,4.7,polycrystalline,206,22,2016-02-01,string,active
SOL-000274,CUST-0002344,XFMR-000366,FDR-0002,SUB-001,33.455451,-112.143697,3.5,thin-film,177,15,2019-12-01,hybrid,active
SOL-000275,CUST-0002354,XFMR-000368,FDR-0002,SUB-001,33.455231,-112.143227,3.0,monocrystalline,205,28,2018-02-01,string,active
SOL-000276,CUST-0002358,XFMR-000368,FDR-0002,SUB-001,33.455158,-112.143679,8.0,monocrystalline,183,25,2020-04-01,string,active
SOL-000277,CUST-0002361,XFMR-000369,FDR-0002,SUB-001,33.454492,-112.143044,53.3,thin-film,173,35,2017-04-01,string,active
SOL-000278,CUST-0002378,XFMR-000374,FDR-0002,SUB-001,33.453199,-112.14356,80.1,polycrystalline,164,22,2022-09-01,hybrid,active
SOL-000279,CUST-0002385,XFMR-000374,FDR-0002,SUB-001,33.453849,-112.143232,3.2,thin-film,179,32,2022-01-01,hybrid,active
SOL-000280,CUST-0002400,XFMR-000376,FDR-0002,SUB-001,33.452611,-112.143815,7.4,thin-film,160,31,2020-05-01,micro,active
SOL-000281,CUST-0002416,XFMR-000383,FDR-0002,SUB-001,33.450722,-112.143851,11.9,polycrystalline,160,24,2021-10-01,string,active
SOL-000282,CUST-0002421,XFMR-000383,FDR-0002,SUB-001,33.450982,-112.143854,3.8,monocrystalline,184,24,2022-10-01,micro,active
SOL-000283,CUST-0002422,XFMR-000384,FDR-0002,SUB-001,33.4509,-112.143353,5.4,monocrystalline,160,24,2019-11-01,micro,active
SOL-000284,CUST-0002438,XFMR-000387,FDR-0002,SUB-001,33.450006,-112.143666,3.6,polycrystalline,165,30,2017-03-01,string,active
SOL-000285,CUST-0002442,XFMR-000388,FDR-0002,SUB-001,33.449456,-112.142958,8.1,polycrystalline,170,30,2016-05-01,string,active
SOL-000286,CUST-0002444,XFMR-000388,FDR-0002,SUB-001,33.44959,-112.143719,3.4,monocrystalline,152,17,2022-01-01,micro,active
SOL-000287,CUST-0002448,XFMR-000389,FDR-0002,SUB-001,33.449629,-112.143607,7.7,polycrystalline,184,34,2019-07-01,string,active
SOL-000288,CUST-0002453,XFMR-000389,FDR-0002,SUB-001,33.449379,-112.143111,12.0,monocrystalline,205,34,2024-04-01,micro,active
SOL-000289,CUST-0002454,XFMR-000389,FDR-0002,SUB-001,33.449386,-112.143137,5.2,monocrystalline,168,35,2018-04-01,hybrid,active
SOL-000290,CUST-0002458,XFMR-000390,FDR-0002,SUB-001,33.448855,-112.143046,94.0,polycrystalline,205,27,2024-12-01,string,active
SOL-000291,CUST-0002461,XFMR-000390,FDR-0002,SUB-001,33.449518,-112.143649,9.5,thin-film,208,33,2017-04-01,string,active
SOL-000292,CUST-0002468,XFMR-000391,FDR-0002,SUB-001,33.449167,-112.143624,9.9,thin-film,175,34,2023-09-01,micro,active
SOL-000293,CUST-0002474,XFMR-000392,FDR-0002,SUB-001,33.448709,-112.143308,11.1,thin-film,175,26,2022-02-01,hybrid,active
SOL-000294,CUST-0002480,XFMR-000393,FDR-0002,SUB-001,33.44825,-112.143287,4.7,monocrystalline,151,24,2022-03-01,hybrid,active
SOL-000295,CUST-0002488,XFMR-000394,FDR-0002,SUB-001,33.448371,-112.14321,3.7,polycrystalline,184,31,2023-01-01,micro,active
SOL-000296,CUST-0002490,XFMR-000395,FDR-0002,SUB-001,33.447973,-112.143741,11.5,polycrystalline,187,27,2021-09-01,string,active
SOL-000297,CUST-0002492,XFMR-000395,FDR-0002,SUB-001,33.448008,-112.143245,6.4,monocrystalline,180,17,2017-05-01,micro,active
SOL-000298,CUST-0002515,XFMR-000399,FDR-0002,SUB-001,33.447129,-112.143721,7.7,monocrystalline,156,19,2016-06-01,hybrid,active
SOL-000299,CUST-0002550,XFMR-000404,FDR-0002,SUB-001,33.445275,-112.143187,5.1,polycrystalline,197,18,2017-09-01,hybrid,active
SOL-000300,CUST-0002555,XFMR-000404,FDR-0002,SUB-001,33.445356,-112.143637,175.1,polycrystalline,156,17,2024-03-01,string,active
SOL-000301,CUST-0002568,XFMR-000406,FDR-0002,SUB-001,33.444715,-112.143833,7.4,polycrystalline,200,30,2022-12-01,hybrid,active
SOL-000302,CUST-0002573,XFMR-000407,FDR-0002,SUB-001,33.444281,-112.143184,10.9,monocrystalline,154,19,2024-12-01,hybrid,active
SOL-000303,CUST-0002583,XFMR-000408,FDR-0002,SUB-001,33.444508,-112.143236,3.4,thin-film,179,19,2017-11-01,hybrid,active
SOL-000304,CUST-0002600,XFMR-000410,FDR-0002,SUB-001,33.443597,-112.143264,4.0,monocrystalline,167,23,2016-09-01,micro,active
SOL-000305,CUST-0002608,XFMR-000411,FDR-0002,SUB-001,33.443252,-112.143645,9.6,thin-film,165,27,2018-02-01,micro,active
SOL-000306,CUST-0002635,XFMR-000415,FDR-0002,SUB-001,33.44205,-112.143693,4.8,monocrystalline,192,33,2021-12-01,hybrid,active
SOL-000307,CUST-0002636,XFMR-000415,FDR-0002,SUB-001,33.442513,-112.143671,442.2,monocrystalline,194,28,2020-09-01,hybrid,active
SOL-000308,CUST-0002637,XFMR-000415,FDR-0002,SUB-001,33.44262,-112.143065,6.1,monocrystalline,208,17,2019-12-01,string,active
SOL-000309,CUST-0002638,XFMR-000415,FDR-0002,SUB-001,33.44237,-112.143738,8.2,monocrystalline,151,34,2018-05-01,hybrid,active
SOL-000310,CUST-0002642,XFMR-000415,FDR-0002,SUB-001,33.442573,-112.143632,5.5,monocrystalline,150,19,2023-05-01,micro,active
SOL-000311,CUST-0002644,XFMR-000415,FDR-0002,SUB-001,33.442443,-112.143107,4.8,polycrystalline,179,29,2023-09-01,string,active
SOL-000312,CUST-0002645,XFMR-000416,FDR-0002,SUB-001,33.441967,-112.143031,4.7,thin-film,187,18,2019-11-01,string,active
SOL-000313,CUST-0002652,XFMR-000417,FDR-0002,SUB-001,33.442311,-112.143191,9.8,polycrystalline,169,15,2024-06-01,string,active
SOL-000314,CUST-0002672,XFMR-000419,FDR-0002,SUB-001,33.441284,-112.143948,8.9,polycrystalline,195,24,2017-04-01,hybrid,active
SOL-000315,CUST-0002673,XFMR-000419,FDR-0002,SUB-001,33.441289,-112.143428,11.4,monocrystalline,178,30,2023-08-01,string,active
SOL-000316,CUST-0002682,XFMR-000421,FDR-0002,SUB-001,33.440768,-112.143917,7.4,polycrystalline,175,18,2019-02-01,micro,active
SOL-000317,CUST-0002692,XFMR-000422,FDR-0002,SUB-001,33.440364,-112.143053,3.2,thin-film,170,26,2017-07-01,micro,active
SOL-000318,CUST-0002697,XFMR-000424,FDR-0002,SUB-001,33.439639,-112.143303,11.4,polycrystalline,157,15,2016-05-01,micro,active
SOL-000319,CUST-0002705,XFMR-000424,FDR-0002,SUB-001,33.440221,-112.143921,10.8,monocrystalline,174,21,2022-01-01,string,active
SOL-000320,CUST-0002709,XFMR-000425,FDR-0002,SUB-001,33.439886,-112.143718,4.1,thin-film,168,19,2021-10-01,hybrid,active
SOL-000321,CUST-0002723,XFMR-000427,FDR-0002,SUB-001,33.438788,-112.143083,193.5,polycrystalline,204,28,2016-09-01,micro,active
SOL-000322,CUST-0002734,XFMR-000428,FDR-0002,SUB-001,33.439262,-112.143234,298.2,monocrystalline,161,31,2018-09-01,micro,active
SOL-000323,CUST-0002735,XFMR-000428,FDR-0002,SUB-001,33.438978,-112.143602,4.8,monocrystalline,209,16,2023-01-01,micro,active
SOL-000324,CUST-0002754,XFMR-000430,FDR-0002,SUB-001,33.438075,-112.142997,4.7,thin-film,189,24,2016-09-01,string,active
SOL-000325,CUST-0002762,XFMR-000431,FDR-0002,SUB-001,33.438427,-112.143723,8.4,monocrystalline,175,28,2020-10-01,micro,active
SOL-000326,CUST-0002768,XFMR-000431,FDR-0002,SUB-001,33.437691,-112.143237,6.1,monocrystalline,154,23,2023-12-01,string,active
SOL-000327,CUST-0002791,XFMR-000434,FDR-0002,SUB-001,33.437309,-112.143727,235.7,monocrystalline,174,35,2017-05-01,hybrid,active
SOL-000328,CUST-0002803,XFMR-000437,FDR-0002,SUB-001,33.436347,-112.143266,8.2,polycrystalline,196,24,2019-08-01,string,active
SOL-000329,CUST-0002808,XFMR-000438,FDR-0002,SUB-001,33.436267,-112.143081,7.3,polycrystalline,194,25,2020-03-01,micro,active
SOL-000330,CUST-0002815,XFMR-000439,FDR-0002,SUB-001,33.435907,-112.143913,4.0,polycrystalline,154,22,2021-02-01,string,active
SOL-000331,CUST-0002820,XFMR-000441,FDR-0002,SUB-001,33.435075,-112.143218,282.8,polycrystalline,160,31,2019-11-01,micro,active
SOL-000332,CUST-0002840,XFMR-000446,FDR-0002,SUB-001,33.434338,-112.143636,426.4,thin-film,158,21,2019-09-01,micro,active
SOL-000333,CUST-0002849,XFMR-000446,FDR-0002,SUB-001,33.433934,-112.143134,11.2,polycrystalline,188,31,2020-08-01,micro,active
SOL-000334,CUST-0002858,XFMR-000448,FDR-0002,SUB-001,33.433262,-112.143153,6.0,monocrystalline,156,17,2021-09-01,string,active
SOL-000335,CUST-0002859,XFMR-000448,FDR-0002,SUB-001,33.433542,-112.143501,3.2,thin-film,198,19,2018-08-01,string,active
SOL-000336,CUST-0002860,XFMR-000448,FDR-0002,SUB-001,33.433154,-112.143713,11.2,monocrystalline,194,25,2017-06-01,hybrid,active
SOL-000337,CUST-0002861,XFMR-000448,FDR-0002,SUB-001,33.43357,-112.142951,9.8,polycrystalline,156,20,2016-07-01,string,active
SOL-000338,CUST-0002862,XFMR-000448,FDR-0002,SUB-001,33.433412,-112.14318,9.5,polycrystalline,150,17,2023-05-01,string,active
SOL-000339,CUST-0002872,XFMR-000450,FDR-0002,SUB-001,33.433039,-112.143352,7.7,monocrystalline,184,21,2018-03-01,micro,active
SOL-000340,CUST-0002876,XFMR-000451,FDR-0002,SUB-001,33.432371,-112.143626,4.9,thin-film,182,29,2024-05-01,hybrid,active
SOL-000341,CUST-0002880,XFMR-000451,FDR-0002,SUB-001,33.432379,-112.143001,11.9,monocrystalline,183,35,2017-08-01,hybrid,active
SOL-000342,CUST-0002907,XFMR-000456,FDR-0002,SUB-001,33.431305,-112.143047,10.1,thin-film,178,23,2020-08-01,micro,active
SOL-000343,CUST-0002911,XFMR-000456,FDR-0002,SUB-001,33.431591,-112.143605,10.3,monocrystalline,204,26,2022-06-01,hybrid,active
SOL-000344,CUST-0002914,XFMR-000456,FDR-0002,SUB-001,33.430961,-112.143015,7.8,thin-film,176,23,2022-06-01,hybrid,active
SOL-000345,CUST-0002932,XFMR-000459,FDR-0002,SUB-001,33.430847,-112.143618,9.2,thin-film,177,22,2020-02-01,hybrid,active
SOL-000346,CUST-0002941,XFMR-000460,FDR-0002,SUB-001,33.430165,-112.143895,11.9,polycrystalline,169,20,2024-06-01,micro,active
SOL-000347,CUST-0002944,XFMR-000461,FDR-0002,SUB-001,33.429949,-112.143183,9.7,monocrystalline,205,33,2023-07-01,micro,active
SOL-000348,CUST-0002956,XFMR-000463,FDR-0002,SUB-001,33.4297,-112.143053,4.7,thin-film,202,29,2018-03-01,micro,active
SOL-000349,CUST-0002969,XFMR-000465,FDR-0002,SUB-001,33.429183,-112.143167,7.7,thin-film,154,32,2024-03-01,micro,active
SOL-000350,CUST-0002976,XFMR-000468,FDR-0002,SUB-001,33.42851,-112.143761,5.4,polycrystalline,188,27,2022-09-01,hybrid,active
SOL-000351,CUST-0002978,XFMR-000468,FDR-0002,SUB-001,33.42848,-112.143778,7.1,monocrystalline,179,31,2016-03-01,micro,active
SOL-000352,CUST-0002981,XFMR-000468,FDR-0002,SUB-001,33.427871,-112.1438,7.7,thin-film,169,32,2023-02-01,hybrid,active
SOL-000353,CUST-0002983,XFMR-000468,FDR-0002,SUB-001,33.428361,-112.143196,5.5,polycrystalline,188,34,2022-05-01,hybrid,active
SOL-000354,CUST-0003006,XFMR-000473,FDR-0002,SUB-001,33.42708,-112.1436,229.9,thin-film,162,28,2016-04-01,string,active
SOL-000355,CUST-0003023,XFMR-000475,FDR-0002,SUB-001,33.426225,-112.143095,4.9,polycrystalline,198,29,2024-05-01,micro,active
SOL-000356,CUST-0003028,XFMR-000476,FDR-0002,SUB-001,33.426249,-112.143431,8.2,thin-film,154,15,2017-02-01,micro,active
