edge_id,from_node_id,to_node_id,feeder_id,substation_id,edge_type,conductor_type,phase,length_miles,length_ft,impedance_r_ohm_per_mile,impedance_x_ohm_per_mile,impedance_z0_ohm_per_mile,rated_amps,nominal_voltage_kv,num_phases,is_overhead,installation_year,status
EDGE-000139,FUSE-XFMR-000068,XFMR-000068,FDR-0001,SUB-001,lateral_underground,4/0 AL,BC,0.169,893.1,0.2984,0.4333,0.3655,340,12.47,2,0,,closed
EDGE-000140,JCT-FDR-0001-002,FUSE-XFMR-000069,FDR-0001,SUB-001,lateral_overhead,#4 CU,A,0.031,163.9,1.6199,0.5459,1.007,100,12.47,1,1,,closed
EDGE-000141,FUSE-XFMR-000069,XFMR-000069,FDR-0001,SUB-001,lateral_overhead,#4 CU,A,0.176,929.0,1.6105,0.484,1.007,100,12.47,1,1,,closed
EDGE-000142,JCT-FDR-0001-002,FUSE-XFMR-000070,FDR-0001,SUB-001,lateral_overhead,#4 CU,B,0.032,170.3,1.4899,0.5496,1.007,100,12.47,1,1,,closed
EDGE-000143,FUSE-XFMR-000070,XFMR-000070,FDR-0001,SUB-001,lateral_overhead,#4 CU,B,0.183,964.9,1.387,0.5483,1.007,100,12.47,1,1,,closed
EDGE-000144,JCT-FDR-0001-002,FUSE-XFMR-000071,FDR-0001,SUB-001,lateral_overhead,4/0 AL,ABC,0.034,179.0,0.3045,0.4721,0.3655,340,12.47,3,1,,closed
EDGE-000145,FUSE-XFMR-000071,XFMR-000071,FDR-0001,SUB-001,lateral_overhead,4/0 AL,ABC,0.192,1014.3,0.3182,0.477,0.3655,340,12.47,3,1,,closed
EDGE-000146,JCT-FDR-0001-002,FUSE-XFMR-000072,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,B,0.035,184.5,0.8307,0.4929,0.6985,150,12.47,1,1,,closed
EDGE-000147,FUSE-XFMR-000072,XFMR-000072,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,B,0.198,1045.7,0.8828,0.4756,0.6985,150,12.47,1,1,,closed
EDGE-000148,JCT-FDR-0001-002,FUSE-XFMR-000073,FDR-0001,SUB-001,lateral_overhead,1/0 AL,AB,0.036,191.7,0.5518,0.5215,0.5345,230,12.47,2,1,,closed
EDGE-000149,FUSE-XFMR-000073,XFMR-000073,FDR-0001,SUB-001,lateral_overhead,1/0 AL,AB,0.206,1086.1,0.5423,0.4887,0.5345,230,12.47,2,1,,closed
EDGE-000150,JCT-FDR-0001-002,FUSE-XFMR-000074,FDR-0001,SUB-001,lateral_overhead,#4 CU,AB,0.038,201.2,1.5365,0.4928,1.007,100,12.47,2,1,,closed
EDGE-000151,FUSE-XFMR-000074,XFMR-000074,FDR-0001,SUB-001,lateral_overhead,#4 CU,AB,0.216,1140.0,1.5954,0.5566,1.007,100,12.47,2,1,,closed
EDGE-000152,JCT-FDR-0001-002,FUSE-XFMR-000075,FDR-0001,SUB-001,lateral_overhead,1/0 AL,ABC,0.039,205.9,0.6324,0.4563,0.5345,230,12.47,3,1,,closed
EDGE-000153,FUSE-XFMR-000075,XFMR-000075,FDR-0001,SUB-001,lateral_overhead,1/0 AL,ABC,0.221,1166.9,0.5482,0.5111,0.5345,230,12.47,3,1,,closed
EDGE-000154,JCT-FDR-0001-002,FUSE-XFMR-000076,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,BC,0.04,210.7,0.9812,0.5475,0.6985,150,12.47,2,1,,closed
EDGE-000155,FUSE-XFMR-000076,XFMR-000076,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,BC,0.226,1193.8,0.9675,0.49,0.6985,150,12.47,2,1,,closed
EDGE-000156,JCT-FDR-0001-002,FUSE-XFMR-000077,FDR-0001,SUB-001,lateral_underground,#2 ACSR,C,0.042,221.0,0.8329,0.4945,0.6985,150,12.47,1,0,,closed
EDGE-000157,FUSE-XFMR-000077,XFMR-000077,FDR-0001,SUB-001,lateral_underground,#2 ACSR,C,0.237,1252.2,0.9378,0.5334,0.6985,150,12.47,1,0,,closed
EDGE-000158,JCT-FDR-0001-002,FUSE-XFMR-000078,FDR-0001,SUB-001,lateral_underground,#2 ACSR,C,0.043,226.5,0.9091,0.4587,0.6985,150,12.47,1,0,,closed
EDGE-000159,FUSE-XFMR-000078,XFMR-000078,FDR-0001,SUB-001,lateral_underground,#2 ACSR,C,0.243,1283.6,0.9088,0.4725,0.6985,150,12.47,1,0,,closed
EDGE-000160,JCT-FDR-0001-002,FUSE-XFMR-000079,FDR-0001,SUB-001,lateral_overhead,#4 CU,A,0.045,236.0,1.6037,0.4991,1.007,100,12.47,1,1,,closed
EDGE-000161,FUSE-XFMR-000079,XFMR-000079,FDR-0001,SUB-001,lateral_overhead,#4 CU,A,0.253,1337.4,1.3599,0.5336,1.007,100,12.47,1,1,,closed
EDGE-000162,JCT-FDR-0001-002,FUSE-XFMR-000080,FDR-0001,SUB-001,lateral_underground,#2 ACSR,BC,0.046,240.8,0.8396,0.5315,0.6985,150,12.47,2,0,,closed
EDGE-000163,FUSE-XFMR-000080,XFMR-000080,FDR-0001,SUB-001,lateral_underground,#2 ACSR,BC,0.258,1364.4,0.8598,0.4871,0.6985,150,12.47,2,0,,closed
EDGE-000164,JCT-FDR-0001-002,FUSE-XFMR-000081,FDR-0001,SUB-001,lateral_overhead,#4 CU,C,0.047,250.3,1.5445,0.5416,1.007,100,12.47,1,1,,closed
EDGE-000165,FUSE-XFMR-000081,XFMR-000081,FDR-0001,SUB-001,lateral_overhead,#4 CU,C,0.269,1418.2,1.5722,0.4888,1.007,100,12.47,1,1,,closed
EDGE-000166,JCT-FDR-0001-002,FUSE-XFMR-000082,FDR-0001,SUB-001,lateral_overhead,#4 CU,A,0.049,257.4,1.5156,0.4652,1.007,100,12.47,1,1,,closed
EDGE-000167,FUSE-XFMR-000082,XFMR-000082,FDR-0001,SUB-001,lateral_overhead,#4 CU,A,0.276,1458.6,1.5692,0.4766,1.007,100,12.47,1,1,,closed
EDGE-000168,JCT-FDR-0001-002,FUSE-XFMR-000083,FDR-0001,SUB-001,lateral_overhead,#4 CU,BC,0.049,259.8,1.38,0.5573,1.007,100,12.47,2,1,,closed
EDGE-000169,FUSE-XFMR-000083,XFMR-000083,FDR-0001,SUB-001,lateral_overhead,#4 CU,BC,0.279,1472.1,1.5974,0.4868,1.007,100,12.47,2,1,,closed
EDGE-000170,JCT-FDR-0001-002,FUSE-XFMR-000084,FDR-0001,SUB-001,lateral_overhead,4/0 AL,ABC,0.051,267.7,0.3109,0.4682,0.3655,340,12.47,3,1,,closed
EDGE-000171,FUSE-XFMR-000084,XFMR-000084,FDR-0001,SUB-001,lateral_overhead,4/0 AL,ABC,0.287,1516.9,0.2943,0.4357,0.3655,340,12.47,3,1,,closed
EDGE-000172,JCT-FDR-0001-002,FUSE-XFMR-000085,FDR-0001,SUB-001,lateral_overhead,4/0 AL,A,0.053,278.0,0.2897,0.4525,0.3655,340,12.47,1,1,,closed
EDGE-000173,FUSE-XFMR-000085,XFMR-000085,FDR-0001,SUB-001,lateral_overhead,4/0 AL,A,0.298,1575.3,0.3101,0.4683,0.3655,340,12.47,1,1,,closed
EDGE-000174,JCT-FDR-0001-002,FUSE-XFMR-000086,FDR-0001,SUB-001,lateral_underground,#2 ACSR,BC,0.054,285.9,0.817,0.49,0.6985,150,12.47,2,0,,closed
EDGE-000175,FUSE-XFMR-000086,XFMR-000086,FDR-0001,SUB-001,lateral_underground,#2 ACSR,BC,0.307,1620.2,0.9227,0.5345,0.6985,150,12.47,2,0,,closed
EDGE-000176,JCT-FDR-0001-002,FUSE-XFMR-000087,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,BC,0.055,290.7,0.8221,0.4913,0.6985,150,12.47,2,1,,closed
EDGE-000177,FUSE-XFMR-000087,XFMR-000087,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,BC,0.312,1647.1,0.952,0.5442,0.6985,150,12.47,2,1,,closed
EDGE-000178,JCT-FDR-0001-002,FUSE-XFMR-000088,FDR-0001,SUB-001,lateral_overhead,1/0 AL,C,0.056,297.8,0.5794,0.4548,0.5345,230,12.47,1,1,,closed
EDGE-000179,FUSE-XFMR-000088,XFMR-000088,FDR-0001,SUB-001,lateral_overhead,1/0 AL,C,0.32,1687.5,0.595,0.5095,0.5345,230,12.47,1,1,,closed
EDGE-000180,JCT-FDR-0001-002,FUSE-XFMR-000089,FDR-0001,SUB-001,lateral_overhead,1/0 AL,AC,0.058,305.7,0.5988,0.4979,0.5345,230,12.47,2,1,,closed
EDGE-000181,FUSE-XFMR-000089,XFMR-000089,FDR-0001,SUB-001,lateral_overhead,1/0 AL,AC,0.328,1732.4,0.6208,0.5169,0.5345,230,12.47,2,1,,closed
EDGE-000182,JCT-FDR-0001-002,FUSE-XFMR-000090,FDR-0001,SUB-001,lateral_underground,4/0 AL,ABC,0.059,313.6,0.3235,0.4499,0.3655,340,12.47,3,0,,closed
EDGE-000183,FUSE-XFMR-000090,XFMR-000090,FDR-0001,SUB-001,lateral_underground,4/0 AL,ABC,0.337,1777.2,0.3073,0.4355,0.3655,340,12.47,3,0,,closed
EDGE-000184,JCT-FDR-0001-002,JCT-FDR-0001-003,FDR-0001,SUB-001,primary_overhead,795 ACSR,ABC,0.33,1742.4,0.1295,0.3566,0.267,700,12.47,3,1,,closed
EDGE-000185,JCT-FDR-0001-003,FUSE-XFMR-000091,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,AC,0.001,3.2,0.909,0.4889,0.6985,150,12.47,2,1,,closed
EDGE-000186,FUSE-XFMR-000091,XFMR-000091,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,AC,0.003,18.0,0.8124,0.5115,0.6985,150,12.47,2,1,,closed
EDGE-000187,JCT-FDR-0001-003,FUSE-XFMR-000092,FDR-0001,SUB-001,lateral_underground,1/0 AL,ABC,0.002,10.3,0.5514,0.4324,0.5345,230,12.47,3,0,,closed
EDGE-000188,FUSE-XFMR-000092,XFMR-000092,FDR-0001,SUB-001,lateral_underground,1/0 AL,ABC,0.011,58.3,0.554,0.4444,0.5345,230,12.47,3,0,,closed
EDGE-000189,JCT-FDR-0001-003,FUSE-XFMR-000093,FDR-0001,SUB-001,lateral_overhead,4/0 AL,BC,0.003,16.6,0.284,0.469,0.3655,340,12.47,2,1,,closed
EDGE-000190,FUSE-XFMR-000093,XFMR-000093,FDR-0001,SUB-001,lateral_overhead,4/0 AL,BC,0.018,94.2,0.289,0.4712,0.3655,340,12.47,2,1,,closed
EDGE-000191,JCT-FDR-0001-003,FUSE-XFMR-000094,FDR-0001,SUB-001,lateral_underground,1/0 AL,B,0.004,21.4,0.5588,0.4946,0.5345,230,12.47,1,0,,closed
EDGE-000192,FUSE-XFMR-000094,XFMR-000094,FDR-0001,SUB-001,lateral_underground,1/0 AL,B,0.023,121.2,0.546,0.4962,0.5345,230,12.47,1,0,,closed
EDGE-000193,JCT-FDR-0001-003,FUSE-XFMR-000095,FDR-0001,SUB-001,lateral_overhead,1/0 AL,AB,0.006,30.9,0.5652,0.4542,0.5345,230,12.47,2,1,,closed
EDGE-000194,FUSE-XFMR-000095,XFMR-000095,FDR-0001,SUB-001,lateral_overhead,1/0 AL,AB,0.033,175.0,0.5639,0.5244,0.5345,230,12.47,2,1,,closed
EDGE-000195,JCT-FDR-0001-003,FUSE-XFMR-000096,FDR-0001,SUB-001,lateral_overhead,#4 CU,B,0.007,36.4,1.5791,0.4733,1.007,100,12.47,1,1,,closed
EDGE-000196,FUSE-XFMR-000096,XFMR-000096,FDR-0001,SUB-001,lateral_overhead,#4 CU,B,0.039,206.4,1.4712,0.483,1.007,100,12.47,1,1,,closed
EDGE-000197,JCT-FDR-0001-003,FUSE-XFMR-000097,FDR-0001,SUB-001,lateral_underground,4/0 AL,ABC,0.008,44.4,0.2719,0.4734,0.3655,340,12.47,3,0,,closed
EDGE-000198,FUSE-XFMR-000097,XFMR-000097,FDR-0001,SUB-001,lateral_underground,4/0 AL,ABC,0.048,251.3,0.2929,0.4058,0.3655,340,12.47,3,0,,closed
EDGE-000199,JCT-FDR-0001-003,FUSE-XFMR-000098,FDR-0001,SUB-001,lateral_underground,#4 CU,B,0.009,47.5,1.4443,0.5124,1.007,100,12.47,1,0,,closed
EDGE-000200,FUSE-XFMR-000098,XFMR-000098,FDR-0001,SUB-001,lateral_underground,#4 CU,B,0.051,269.3,1.647,0.5344,1.007,100,12.47,1,0,,closed
EDGE-000201,JCT-FDR-0001-003,FUSE-XFMR-000099,FDR-0001,SUB-001,lateral_underground,1/0 AL,ABC,0.011,57.8,0.5942,0.5032,0.5345,230,12.47,3,0,,closed
EDGE-000202,FUSE-XFMR-000099,XFMR-000099,FDR-0001,SUB-001,lateral_underground,1/0 AL,ABC,0.062,327.6,0.5901,0.511,0.5345,230,12.47,3,0,,closed
EDGE-000203,JCT-FDR-0001-003,FUSE-XFMR-000100,FDR-0001,SUB-001,lateral_overhead,#4 CU,A,0.012,64.9,1.6345,0.5507,1.007,100,12.47,1,1,,closed
EDGE-000204,FUSE-XFMR-000100,XFMR-000100,FDR-0001,SUB-001,lateral_overhead,#4 CU,A,0.07,368.0,1.5111,0.484,1.007,100,12.47,1,1,,closed
EDGE-000205,JCT-FDR-0001-003,FUSE-XFMR-000101,FDR-0001,SUB-001,lateral_overhead,#4 CU,C,0.013,71.3,1.574,0.5603,1.007,100,12.47,1,1,,closed
EDGE-000206,FUSE-XFMR-000101,XFMR-000101,FDR-0001,SUB-001,lateral_overhead,#4 CU,C,0.076,403.9,1.6257,0.5334,1.007,100,12.47,1,1,,closed
EDGE-000207,JCT-FDR-0001-003,FUSE-XFMR-000102,FDR-0001,SUB-001,lateral_overhead,4/0 AL,C,0.015,80.8,0.2784,0.4164,0.3655,340,12.47,1,1,,closed
EDGE-000208,FUSE-XFMR-000102,XFMR-000102,FDR-0001,SUB-001,lateral_overhead,4/0 AL,C,0.087,457.8,0.3252,0.3921,0.3655,340,12.47,1,1,,closed
EDGE-000209,JCT-FDR-0001-003,FUSE-XFMR-000103,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,AB,0.016,83.2,0.8155,0.5078,0.6985,150,12.47,2,1,,closed
EDGE-000210,FUSE-XFMR-000103,XFMR-000103,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,AB,0.089,471.2,0.816,0.5074,0.6985,150,12.47,2,1,,closed
EDGE-000211,JCT-FDR-0001-003,FUSE-XFMR-000104,FDR-0001,SUB-001,lateral_overhead,1/0 AL,ABC,0.017,90.3,0.5422,0.4871,0.5345,230,12.47,3,1,,closed
EDGE-000212,FUSE-XFMR-000104,XFMR-000104,FDR-0001,SUB-001,lateral_overhead,1/0 AL,ABC,0.097,511.6,0.5992,0.4358,0.5345,230,12.47,3,1,,closed
EDGE-000213,JCT-FDR-0001-003,FUSE-XFMR-000105,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,A,0.019,100.6,0.9772,0.5301,0.6985,150,12.47,1,1,,closed
EDGE-000214,FUSE-XFMR-000105,XFMR-000105,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,A,0.108,570.0,0.9818,0.4836,0.6985,150,12.47,1,1,,closed
EDGE-000215,JCT-FDR-0001-003,FUSE-XFMR-000106,FDR-0001,SUB-001,lateral_overhead,#4 CU,C,0.02,106.1,1.5593,0.5335,1.007,100,12.47,1,1,,closed
EDGE-000216,FUSE-XFMR-000106,XFMR-000106,FDR-0001,SUB-001,lateral_overhead,#4 CU,C,0.114,601.4,1.6155,0.4922,1.007,100,12.47,1,1,,closed
EDGE-000217,JCT-FDR-0001-003,FUSE-XFMR-000107,FDR-0001,SUB-001,lateral_overhead,4/0 AL,AC,0.021,112.5,0.2984,0.4055,0.3655,340,12.47,2,1,,closed
EDGE-000218,FUSE-XFMR-000107,XFMR-000107,FDR-0001,SUB-001,lateral_overhead,4/0 AL,AC,0.121,637.3,0.28,0.392,0.3655,340,12.47,2,1,,closed
EDGE-000219,JCT-FDR-0001-003,FUSE-XFMR-000108,FDR-0001,SUB-001,lateral_overhead,1/0 AL,ABC,0.023,119.6,0.6278,0.5118,0.5345,230,12.47,3,1,,closed
EDGE-000220,FUSE-XFMR-000108,XFMR-000108,FDR-0001,SUB-001,lateral_overhead,1/0 AL,ABC,0.128,677.7,0.5688,0.4494,0.5345,230,12.47,3,1,,closed
EDGE-000221,JCT-FDR-0001-003,FUSE-XFMR-000109,FDR-0001,SUB-001,lateral_overhead,1/0 AL,ABC,0.024,127.5,0.5396,0.4529,0.5345,230,12.47,3,1,,closed
EDGE-000222,FUSE-XFMR-000109,XFMR-000109,FDR-0001,SUB-001,lateral_overhead,1/0 AL,ABC,0.137,722.6,0.588,0.4763,0.5345,230,12.47,3,1,,closed
EDGE-000223,JCT-FDR-0001-003,FUSE-XFMR-000110,FDR-0001,SUB-001,lateral_overhead,4/0 AL,A,0.025,133.1,0.2957,0.4464,0.3655,340,12.47,1,1,,closed
EDGE-000224,FUSE-XFMR-000110,XFMR-000110,FDR-0001,SUB-001,lateral_overhead,4/0 AL,A,0.143,754.0,0.3209,0.4448,0.3655,340,12.47,1,1,,closed
EDGE-000225,JCT-FDR-0001-003,FUSE-XFMR-000111,FDR-0001,SUB-001,lateral_overhead,4/0 AL,AC,0.027,142.6,0.2689,0.4058,0.3655,340,12.47,2,1,,closed
EDGE-000226,FUSE-XFMR-000111,XFMR-000111,FDR-0001,SUB-001,lateral_overhead,4/0 AL,AC,0.153,807.8,0.2906,0.4747,0.3655,340,12.47,2,1,,closed
EDGE-000227,JCT-FDR-0001-003,FUSE-XFMR-000112,FDR-0001,SUB-001,lateral_underground,4/0 AL,B,0.028,145.7,0.3242,0.4054,0.3655,340,12.47,1,0,,closed
EDGE-000228,FUSE-XFMR-000112,XFMR-000112,FDR-0001,SUB-001,lateral_underground,4/0 AL,B,0.156,825.8,0.279,0.4708,0.3655,340,12.47,1,0,,closed
EDGE-000229,JCT-FDR-0001-003,FUSE-XFMR-000113,FDR-0001,SUB-001,lateral_overhead,4/0 AL,AB,0.03,156.0,0.3054,0.4132,0.3655,340,12.47,2,1,,closed
EDGE-000230,FUSE-XFMR-000113,XFMR-000113,FDR-0001,SUB-001,lateral_overhead,4/0 AL,AB,0.167,884.1,0.2925,0.4286,0.3655,340,12.47,2,1,,closed
EDGE-000231,JCT-FDR-0001-003,FUSE-XFMR-000114,FDR-0001,SUB-001,lateral_overhead,4/0 AL,C,0.031,163.2,0.2952,0.4726,0.3655,340,12.47,1,1,,closed
EDGE-000232,FUSE-XFMR-000114,XFMR-000114,FDR-0001,SUB-001,lateral_overhead,4/0 AL,C,0.175,924.5,0.3156,0.4676,0.3655,340,12.47,1,1,,closed
EDGE-000233,JCT-FDR-0001-003,FUSE-XFMR-000115,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,C,0.032,169.5,0.944,0.5368,0.6985,150,12.47,1,1,,closed
EDGE-000234,FUSE-XFMR-000115,XFMR-000115,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,C,0.182,960.4,0.9377,0.4568,0.6985,150,12.47,1,1,,closed
EDGE-000235,JCT-FDR-0001-003,FUSE-XFMR-000116,FDR-0001,SUB-001,lateral_overhead,1/0 AL,AC,0.033,173.4,0.5929,0.501,0.5345,230,12.47,2,1,,closed
EDGE-000236,FUSE-XFMR-000116,XFMR-000116,FDR-0001,SUB-001,lateral_overhead,1/0 AL,AC,0.186,982.9,0.5397,0.4978,0.5345,230,12.47,2,1,,closed
EDGE-000237,JCT-FDR-0001-003,FUSE-XFMR-000117,FDR-0001,SUB-001,lateral_overhead,4/0 AL,A,0.034,181.4,0.3241,0.3958,0.3655,340,12.47,1,1,,closed
EDGE-000238,FUSE-XFMR-000117,XFMR-000117,FDR-0001,SUB-001,lateral_overhead,4/0 AL,A,0.195,1027.8,0.2926,0.3908,0.3655,340,12.47,1,1,,closed
EDGE-000239,JCT-FDR-0001-003,FUSE-XFMR-000118,FDR-0001,SUB-001,lateral_overhead,4/0 AL,AC,0.036,190.1,0.3172,0.4671,0.3655,340,12.47,2,1,,closed
EDGE-000240,FUSE-XFMR-000118,XFMR-000118,FDR-0001,SUB-001,lateral_overhead,4/0 AL,AC,0.204,1077.1,0.2694,0.4071,0.3655,340,12.47,2,1,,closed
EDGE-000241,JCT-FDR-0001-003,FUSE-XFMR-000119,FDR-0001,SUB-001,lateral_overhead,#4 CU,AB,0.037,194.8,1.3802,0.4787,1.007,100,12.47,2,1,,closed
EDGE-000242,FUSE-XFMR-000119,XFMR-000119,FDR-0001,SUB-001,lateral_overhead,#4 CU,AB,0.209,1104.0,1.355,0.5327,1.007,100,12.47,2,1,,closed
EDGE-000243,JCT-FDR-0001-003,FUSE-XFMR-000120,FDR-0001,SUB-001,lateral_overhead,1/0 AL,ABC,0.039,203.5,0.6295,0.5003,0.5345,230,12.47,3,1,,closed
EDGE-000244,FUSE-XFMR-000120,XFMR-000120,FDR-0001,SUB-001,lateral_overhead,1/0 AL,ABC,0.218,1153.4,0.6329,0.4744,0.5345,230,12.47,3,1,,closed
EDGE-000245,JCT-FDR-0001-003,FUSE-XFMR-000121,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,B,0.04,210.7,0.9663,0.5272,0.6985,150,12.47,1,1,,closed
EDGE-000246,FUSE-XFMR-000121,XFMR-000121,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,B,0.226,1193.8,0.904,0.4582,0.6985,150,12.47,1,1,,closed
EDGE-000247,JCT-FDR-0001-003,FUSE-XFMR-000122,FDR-0001,SUB-001,lateral_overhead,1/0 AL,B,0.041,218.6,0.5443,0.4787,0.5345,230,12.47,1,1,,closed
EDGE-000248,FUSE-XFMR-000122,XFMR-000122,FDR-0001,SUB-001,lateral_overhead,1/0 AL,B,0.235,1238.7,0.6054,0.5042,0.5345,230,12.47,1,1,,closed
EDGE-000249,JCT-FDR-0001-003,FUSE-XFMR-000123,FDR-0001,SUB-001,lateral_overhead,#4 CU,C,0.043,227.3,1.5733,0.4717,1.007,100,12.47,1,1,,closed
EDGE-000250,FUSE-XFMR-000123,XFMR-000123,FDR-0001,SUB-001,lateral_overhead,#4 CU,C,0.244,1288.1,1.595,0.499,1.007,100,12.47,1,1,,closed
EDGE-000251,JCT-FDR-0001-003,FUSE-XFMR-000124,FDR-0001,SUB-001,lateral_overhead,1/0 AL,AB,0.043,229.7,0.5639,0.47,0.5345,230,12.47,2,1,,closed
EDGE-000252,FUSE-XFMR-000124,XFMR-000124,FDR-0001,SUB-001,lateral_overhead,1/0 AL,AB,0.246,1301.5,0.6221,0.4743,0.5345,230,12.47,2,1,,closed
EDGE-000253,JCT-FDR-0001-003,FUSE-XFMR-000125,FDR-0001,SUB-001,lateral_overhead,#4 CU,BC,0.046,240.8,1.4519,0.4638,1.007,100,12.47,2,1,,closed
EDGE-000254,FUSE-XFMR-000125,XFMR-000125,FDR-0001,SUB-001,lateral_overhead,#4 CU,BC,0.258,1364.4,1.4727,0.4965,1.007,100,12.47,2,1,,closed
EDGE-000255,JCT-FDR-0001-003,FUSE-XFMR-000126,FDR-0001,SUB-001,lateral_overhead,1/0 AL,B,0.047,248.7,0.5963,0.4859,0.5345,230,12.47,1,1,,closed
EDGE-000256,FUSE-XFMR-000126,XFMR-000126,FDR-0001,SUB-001,lateral_overhead,1/0 AL,B,0.267,1409.2,0.557,0.4707,0.5345,230,12.47,1,1,,closed
EDGE-000257,JCT-FDR-0001-003,FUSE-XFMR-000127,FDR-0001,SUB-001,lateral_overhead,#4 CU,BC,0.048,251.1,1.5011,0.5501,1.007,100,12.47,2,1,,closed
EDGE-000258,FUSE-XFMR-000127,XFMR-000127,FDR-0001,SUB-001,lateral_overhead,#4 CU,BC,0.269,1422.7,1.3974,0.5102,1.007,100,12.47,2,1,,closed
EDGE-000259,JCT-FDR-0001-003,FUSE-XFMR-000128,FDR-0001,SUB-001,lateral_overhead,4/0 AL,BC,0.049,258.2,0.2887,0.4406,0.3655,340,12.47,2,1,,closed
EDGE-000260,FUSE-XFMR-000128,XFMR-000128,FDR-0001,SUB-001,lateral_overhead,4/0 AL,BC,0.277,1463.1,0.3255,0.454,0.3655,340,12.47,2,1,,closed
EDGE-000261,JCT-FDR-0001-003,FUSE-XFMR-000129,FDR-0001,SUB-001,lateral_underground,1/0 AL,C,0.051,268.5,0.5912,0.4864,0.5345,230,12.47,1,0,,closed
EDGE-000262,FUSE-XFMR-000129,XFMR-000129,FDR-0001,SUB-001,lateral_underground,1/0 AL,C,0.288,1521.4,0.571,0.5,0.5345,230,12.47,1,0,,closed
EDGE-000263,JCT-FDR-0001-003,FUSE-XFMR-000130,FDR-0001,SUB-001,lateral_overhead,#4 CU,AB,0.052,272.4,1.4579,0.4975,1.007,100,12.47,2,1,,closed
EDGE-000264,FUSE-XFMR-000130,XFMR-000130,FDR-0001,SUB-001,lateral_overhead,#4 CU,AB,0.292,1543.9,1.4175,0.4959,1.007,100,12.47,2,1,,closed
EDGE-000265,JCT-FDR-0001-003,FUSE-XFMR-000131,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,C,0.053,279.6,0.8387,0.5053,0.6985,150,12.47,1,1,,closed
EDGE-000266,FUSE-XFMR-000131,XFMR-000131,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,C,0.3,1584.3,0.9197,0.4656,0.6985,150,12.47,1,1,,closed
EDGE-000267,JCT-FDR-0001-003,FUSE-XFMR-000132,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,AB,0.055,289.1,0.8318,0.5431,0.6985,150,12.47,2,1,,closed
EDGE-000268,FUSE-XFMR-000132,XFMR-000132,FDR-0001,SUB-001,lateral_overhead,#2 ACSR,AB,0.31,1638.1,0.9137,0.4931,0.6985,150,12.47,2,1,,closed
EDGE-000269,JCT-FDR-0001-003,FUSE-XFMR-000133,FDR-0001,SUB-001,lateral_overhead,#4 CU,C,0.056,297.0,1.4855,0.4909,1.007,100,12.47,1,1,,closed
EDGE-000270,FUSE-XFMR-000133,XFMR-000133,FDR-0001,SUB-001,lateral_overhead,#4 CU,C,0.319,1683.0,1.6013,0.5323,1.007,100,12.47,1,1,,closed
EDGE-000271,JCT-FDR-0001-003,FUSE-XFMR-000134,FDR-0001,SUB-001,lateral_overhead,1/0 AL,AC,0.057,300.2,0.5618,0.5103,0.5345,230,12.47,2,1,,closed
EDGE-000272,FUSE-XFMR-000134,XFMR-000134,FDR-0001,SUB-001,lateral_overhead,1/0 AL,AC,0.322,1701.0,0.6474,0.4311,0.5345,230,12.47,2,1,,closed
EDGE-000273,JCT-FDR-0001-003,FUSE-XFMR-000135,FDR-0001,SUB-001,lateral_overhead,#4 CU,AC,0.058,308.9,1.6207,0.5141,1.007,100,12.47,2,1,,closed
EDGE-000274,FUSE-XFMR-000135,XFMR-000135,FDR-0001,SUB-001,lateral_overhead,#4 CU,AC,0.332,1750.3,1.6436,0.4765,1.007,100,12.47,2,1,,closed
EDGE-000275,JCT-FDR-0001-003,JCT-FDR-0001-004,FDR-0001,SUB-001,primary_overhead,795 ACSR,ABC,0.34,1795.2,0.1175,0.4249,0.2842,700,12.47,3,1,,closed
EDGE-000276,JCT-FDR-0001-004,FUSE-XFMR-000136,FDR-0001,SUB-001,lateral_overhead,4/0 AL,ABC,0.001,6.3,0.3114,0.3939,0.3655,340,12.47,3,1,,closed
EDGE-000277,FUSE-XFMR-000136,XFMR-000136,FDR-0001,SUB-001,lateral_overhead,4/0 AL,ABC,0.007,35.9,0.3112,0.4769,0.3655,340,12.47,3,1,,closed
EDGE-000278,JCT-FDR-0001-004,FUSE-XFMR-000137,FDR-0001,SUB-001,lateral_underground,#4 CU,AC,0.001,7.1,1.36,0.4945,1.007,100,12.47,2,0,,closed
