transformer_id,feeder_id,rated_kva,existing_der_kw,allocated_load_kw,thermal_hosting_capacity_kw,voltage_hosting_capacity_kw,limiting_factor,hosting_capacity_kw
XFMR-000329,FDR-0001,37.5,6.2,29.7,19.5,11.0,voltage,11.0
XFMR-000330,FDR-0001,333.0,10.6,195.9,201.2,94.7,voltage,94.7
XFMR-000331,FDR-0001,250.0,245.2,150.0,48.9,0.0,voltage,0.0
XFMR-000332,FDR-0001,10.0,0,6.2,6.3,5.2,voltage,5.2
XFMR-000333,FDR-0001,75.0,0,31.3,57.9,50.7,voltage,50.7
XFMR-000334,FDR-0001,15.0,0,8.5,9.4,8.4,voltage,8.4
XFMR-000335,FDR-0001,75.0,8.3,54.8,51.1,21.4,voltage,21.4
XFMR-000336,FDR-0001,500.0,9.5,254.0,281.1,180.7,voltage,180.7
XFMR-000337,FDR-0001,37.5,15.4,17.3,15.3,8.4,voltage,8.4
XFMR-000338,FDR-0001,10.0,0,6.2,6.6,5.4,voltage,5.4
XFMR-000339,FDR-0001,500.0,13.6,314.2,282.9,234.0,voltage,234.0
XFMR-000340,FDR-0001,75.0,0,46.6,48.1,49.6,thermal,48.1
XFMR-000341,FDR-0001,50.0,10.2,31.7,32.0,22.8,voltage,22.8
XFMR-000342,FDR-0001,10.0,3.3,7.4,5.1,2.3,voltage,2.3
XFMR-000343,FDR-0001,75.0,0,29.3,57.7,50.3,voltage,50.3
XFMR-000344,FDR-0001,25.0,0,15.0,19.9,12.8,voltage,12.8
XFMR-000345,FDR-0001,15.0,0,5.2,9.8,6.9,voltage,6.9
XFMR-000346,FDR-0001,75.0,8.0,45.7,51.2,27.8,voltage,27.8
XFMR-000347,FDR-0001,25.0,0,8.7,18.5,11.0,voltage,11.0
XFMR-000348,FDR-0001,500.0,0,377.8,319.4,301.8,voltage,301.8
XFMR-000349,FDR-0001,25.0,9.1,17.6,12.6,3.5,voltage,3.5
XFMR-000350,FDR-0001,37.5,7.9,23.1,24.4,17.5,voltage,17.5
XFMR-000351,FDR-0001,15.0,33.0,11.2,0.0,0.0,voltage,0.0
XFMR-000352,FDR-0001,25.0,146.0,11.9,0.0,0.0,voltage,0.0
XFMR-000353,FDR-0001,50.0,0,16.9,36.6,16.4,voltage,16.4
XFMR-000354,FDR-0001,15.0,23.7,7.8,0.0,0.0,voltage,0.0
XFMR-000355,FDR-0001,100.0,17.6,49.4,53.2,42.9,voltage,42.9
XFMR-000356,FDR-0001,167.0,9.0,98.3,87.3,100.1,thermal,87.3
XFMR-000357,FDR-0001,15.0,5.9,4.6,8.2,2.2,voltage,2.2
XFMR-000358,FDR-0001,10.0,0,7.4,7.2,4.2,voltage,4.2
XFMR-000359,FDR-0001,333.0,0,174.3,236.4,157.2,voltage,157.2
XFMR-000360,FDR-0001,50.0,9.0,29.5,33.9,16.5,voltage,16.5
XFMR-000361,FDR-0001,15.0,0,9.1,11.9,6.2,voltage,6.2
XFMR-000362,FDR-0001,15.0,290.6,6.0,0.0,0.0,voltage,0.0
XFMR-000363,FDR-0001,100.0,5.9,56.5,55.4,48.7,voltage,48.7
XFMR-000364,FDR-0001,25.0,0,9.8,18.1,8.2,voltage,8.2
XFMR-000365,FDR-0002,167.0,15.5,78.0,99.3,84.8,voltage,84.8
XFMR-000366,FDR-0002,167.0,0,63.4,144.5,48.8,voltage,48.8
XFMR-000367,FDR-0002,50.0,97.1,31.3,0.0,0.0,voltage,0.0
XFMR-000368,FDR-0002,167.0,0,81.7,97.9,74.4,voltage,74.4
XFMR-000369,FDR-0002,25.0,0,17.7,12.9,11.3,voltage,11.3
XFMR-000370,FDR-0002,37.5,7.4,13.1,28.6,9.9,voltage,9.9
XFMR-000371,FDR-0002,250.0,0,134.2,187.6,127.7,voltage,127.7
XFMR-000372,FDR-0002,25.0,15.6,14.5,9.7,5.0,voltage,5.0
XFMR-000373,FDR-0002,15.0,17.2,6.8,2.2,0.0,voltage,0.0
XFMR-000374,FDR-0002,37.5,0,13.4,25.7,20.4,voltage,20.4
XFMR-000375,FDR-0002,500.0,0,249.1,293.3,191.4,voltage,191.4
XFMR-000376,FDR-0002,50.0,0,19.3,40.3,21.8,voltage,21.8
XFMR-000377,FDR-0002,167.0,0,89.5,110.7,85.4,voltage,85.4
XFMR-000378,FDR-0002,333.0,18.7,195.3,216.3,207.3,voltage,207.3
XFMR-000379,FDR-0002,50.0,0,38.7,32.4,28.2,voltage,28.2
XFMR-000380,FDR-0002,50.0,5.3,17.2,39.4,15.6,voltage,15.6
XFMR-000381,FDR-0002,333.0,0,143.9,203.4,173.9,voltage,173.9
XFMR-000382,FDR-0002,50.0,4.1,36.2,35.0,29.8,voltage,29.8
XFMR-000383,FDR-0002,75.0,6.2,51.9,52.7,38.4,voltage,38.4
XFMR-000384,FDR-0002,250.0,0,157.8,167.6,76.0,voltage,76.0
XFMR-000385,FDR-0002,50.0,16.3,25.2,23.5,10.6,voltage,10.6
XFMR-000386,FDR-0002,50.0,0,22.2,42.6,26.3,voltage,26.3
XFMR-000387,FDR-0002,167.0,0,73.4,113.9,61.1,voltage,61.1
XFMR-000388,FDR-0002,250.0,439.7,94.8,0.0,0.0,voltage,0.0
XFMR-000389,FDR-0002,333.0,0,154.0,245.1,160.4,voltage,160.4
XFMR-000390,FDR-0002,500.0,5.0,233.1,378.1,259.6,voltage,259.6
XFMR-000391,FDR-0002,333.0,61.5,159.1,200.1,126.2,voltage,126.2
XFMR-000392,FDR-0002,100.0,8.0,44.9,65.1,40.6,voltage,40.6
XFMR-000393,FDR-0002,10.0,12.2,6.7,0.4,0.0,voltage,0.0
XFMR-000394,FDR-0002,75.0,0,55.7,39.0,33.7,voltage,33.7
XFMR-000395,FDR-0002,10.0,0,6.1,7.2,4.0,voltage,4.0
XFMR-000396,FDR-0002,500.0,0,157.3,379.9,341.8,voltage,341.8
XFMR-000397,FDR-0002,10.0,0,4.1,8.2,3.1,voltage,3.1
XFMR-000398,FDR-0002,15.0,0,10.6,11.5,4.8,voltage,4.8
XFMR-000399,FDR-0002,333.0,0,151.1,261.3,110.3,voltage,110.3
XFMR-000400,FDR-0002,100.0,0,41.4,65.4,53.8,voltage,53.8
XFMR-000401,FDR-0002,50.0,0,16.7,39.1,35.0,voltage,35.0
XFMR-000402,FDR-0002,100.0,73.8,69.1,30.6,0.0,voltage,0.0
XFMR-000403,FDR-0002,167.0,0,65.1,117.9,70.0,voltage,70.0
XFMR-000404,FDR-0002,50.0,363.1,28.1,0.0,0.0,voltage,0.0
XFMR-000405,FDR-0002,75.0,16.4,53.2,36.6,23.2,voltage,23.2
XFMR-000406,FDR-0002,25.0,10.5,16.3,12.7,5.8,voltage,5.8
XFMR-000407,FDR-0002,50.0,0,15.8,45.3,25.5,voltage,25.5
XFMR-000408,FDR-0002,500.0,0,322.2,278.0,215.0,voltage,215.0
XFMR-000409,FDR-0002,25.0,0,16.2,13.2,15.4,thermal,13.2
XFMR-000410,FDR-0002,15.0,10.7,8.7,4.6,0.3,voltage,0.3
XFMR-000411,FDR-0002,100.0,9.2,59.0,54.9,34.1,voltage,34.1
XFMR-000412,FDR-0002,10.0,14.8,5.5,0.0,0.0,voltage,0.0
XFMR-000413,FDR-0002,25.0,0,12.0,16.7,8.0,voltage,8.0
XFMR-000414,FDR-0002,167.0,8.8,69.3,109.0,65.9,voltage,65.9
XFMR-000415,FDR-0002,10.0,10.4,5.7,1.4,0.0,voltage,0.0
XFMR-000416,FDR-0002,100.0,0,69.6,66.3,45.3,voltage,45.3
XFMR-000417,FDR-0002,250.0,0,85.2,184.8,119.7,voltage,119.7
XFMR-000418,FDR-0002,167.0,0,77.6,98.8,81.1,voltage,81.1
XFMR-000419,FDR-0002,10.0,28.9,4.0,0.0,0.0,voltage,0.0
XFMR-000420,FDR-0002,167.0,0,98.2,113.0,94.1,voltage,94.1
XFMR-000421,FDR-0002,500.0,3.9,209.8,344.3,278.0,voltage,278.0
XFMR-000422,FDR-0002,333.0,12.9,106.5,259.3,168.1,voltage,168.1
XFMR-000423,FDR-0002,75.0,17.2,57.8,38.2,19.0,voltage,19.0
XFMR-000424,FDR-0002,500.0,0,207.9,410.7,269.3,voltage,269.3
XFMR-000425,FDR-0002,75.0,3.6,33.0,55.0,28.1,voltage,28.1
XFMR-000426,FDR-0002,167.0,0,90.9,124.5,72.0,voltage,72.0
XFMR-000427,FDR-0002,37.5,0,22.0,21.9,13.3,voltage,13.3
XFMR-000428,FDR-0002,167.0,9.6,116.0,116.7,77.0,voltage,77.0
XFMR-000429,FDR-0002,333.0,10.1,252.2,171.1,176.1,thermal,171.1
XFMR-000430,FDR-0002,100.0,0,52.5,58.1,38.4,voltage,38.4
XFMR-000431,FDR-0002,50.0,346.6,27.4,0.0,0.0,voltage,0.0
XFMR-000432,FDR-0002,250.0,0,76.1,203.8,183.4,voltage,183.4
XFMR-000433,FDR-0002,500.0,0,247.8,414.3,165.8,voltage,165.8
XFMR-000434,FDR-0002,15.0,10.6,4.6,7.1,1.0,voltage,1.0
XFMR-000435,FDR-0002,500.0,0,224.5,428.2,237.9,voltage,237.9
XFMR-000436,FDR-0002,10.0,16.5,4.0,0.0,0.0,voltage,0.0
XFMR-000437,FDR-0002,500.0,249.7,157.3,261.1,118.4,voltage,118.4
XFMR-000438,FDR-0002,75.0,33.1,32.3,37.9,24.7,voltage,24.7
XFMR-000439,FDR-0002,500.0,9.3,319.6,262.5,219.8,voltage,219.8
XFMR-000440,FDR-0002,500.0,3.4,349.2,276.8,244.4,voltage,244.4
XFMR-000441,FDR-0002,250.0,11.6,94.3,168.0,129.2,voltage,129.2
XFMR-000442,FDR-0002,37.5,0,18.7,23.7,12.4,voltage,12.4
XFMR-000443,FDR-0002,50.0,18.0,15.4,33.5,9.7,voltage,9.7
XFMR-000444,FDR-0002,100.0,0,40.7,67.4,67.0,voltage,67.0
XFMR-000445,FDR-0002,10.0,65.9,3.9,0.0,0.0,voltage,0.0
XFMR-000446,FDR-0002,500.0,4.6,209.9,390.3,223.2,voltage,223.2
XFMR-000447,FDR-0002,250.0,65.9,142.2,156.5,108.4,voltage,108.4
XFMR-000448,FDR-0002,15.0,69.6,4.8,0.0,0.0,voltage,0.0
XFMR-000449,FDR-0002,333.0,0,204.4,239.1,124.4,voltage,124.4
XFMR-000450,FDR-0002,37.5,67.7,18.6,0.0,0.0,voltage,0.0
XFMR-000451,FDR-0002,100.0,0,44.2,80.3,65.8,voltage,65.8
XFMR-000452,FDR-0002,167.0,21.6,71.4,119.6,70.8,voltage,70.8
XFMR-000453,FDR-0002,25.0,11.7,17.2,11.9,2.1,voltage,2.1
XFMR-000454,FDR-0002,500.0,0,271.5,355.8,276.4,voltage,276.4
XFMR-000455,FDR-0002,500.0,0,215.6,383.2,241.7,voltage,241.7
XFMR-000456,FDR-0002,15.0,14.0,11.3,2.7,0.0,voltage,0.0
XFMR-000457,FDR-0002,50.0,0,20.1,42.9,19.3,voltage,19.3
XFMR-000458,FDR-0002,500.0,96.6,231.3,306.5,164.0,voltage,164.0
XFMR-000459,FDR-0002,15.0,0,4.8,10.2,6.3,voltage,6.3
XFMR-000460,FDR-0002,100.0,327.4,74.5,0.0,0.0,voltage,0.0
XFMR-000461,FDR-0002,250.0,0,147.6,170.4,93.9,voltage,93.9
XFMR-000462,FDR-0002,10.0,0,5.1,6.5,4.0,voltage,4.0
XFMR-000463,FDR-0002,50.0,0,21.4,35.7,28.3,voltage,28.3
XFMR-000464,FDR-0002,25.0,0,17.5,14.7,14.8,thermal,14.7
XFMR-000465,FDR-0002,250.0,4.0,108.0,192.3,120.4,voltage,120.4
XFMR-000466,FDR-0002,75.0,386.3,49.1,0.0,0.0,voltage,0.0
XFMR-000467,FDR-0002,37.5,0,22.4,22.4,17.7,voltage,17.7
XFMR-000468,FDR-0002,333.0,16.5,105.1,204.5,169.2,voltage,169.2
XFMR-000469,FDR-0002,500.0,13.7,319.9,346.5,276.0,voltage,276.0
XFMR-000470,FDR-0002,167.0,0,110.8,112.3,116.9,thermal,112.3
XFMR-000471,FDR-0002,50.0,15.5,24.6,23.5,12.0,voltage,12.0
XFMR-000472,FDR-0002,15.0,8.7,6.3,5.6,1.7,voltage,1.7
XFMR-000473,FDR-0002,250.0,22.7,130.5,168.5,135.2,voltage,135.2
XFMR-000474,FDR-0002,25.0,442.9,9.1,0.0,0.0,voltage,0.0
XFMR-000475,FDR-0002,250.0,17.6,179.0,144.8,156.7,thermal,144.8
XFMR-000476,FDR-0002,167.0,0,94.7,102.7,112.8,thermal,102.7
XFMR-000477,FDR-0002,10.0,0,5.5,5.9,5.6,voltage,5.6
XFMR-000478,FDR-0002,10.0,0,3.5,7.0,4.8,voltage,4.8
XFMR-000479,FDR-0002,50.0,418.3,27.5,0.0,0.0,voltage,0.0
XFMR-000480,FDR-0002,250.0,314.0,98.9,25.3,0.0,voltage,0.0
XFMR-000481,FDR-0002,167.0,13.1,98.2,116.6,48.1,voltage,48.1
XFMR-000482,FDR-0002,37.5,190.5,21.4,0.0,0.0,voltage,0.0
XFMR-000483,FDR-0002,500.0,0,244.6,374.2,246.0,voltage,246.0
XFMR-000484,FDR-0002,37.5,292.8,20.4,0.0,0.0,voltage,0.0
XFMR-000485,FDR-0002,25.0,10.2,17.7,12.9,5.8,voltage,5.8
XFMR-000486,FDR-0002,250.0,11.6,179.3,182.7,110.7,voltage,110.7
XFMR-000487,FDR-0002,167.0,4.4,91.6,107.3,61.3,voltage,61.3
XFMR-000488,FDR-0002,333.0,11.5,132.9,220.5,179.1,voltage,179.1
XFMR-000489,FDR-0002,37.5,6.9,17.3,22.6,16.4,voltage,16.4
XFMR-000490,FDR-0002,25.0,3.6,10.6,19.1,10.6,voltage,10.6
XFMR-000491,FDR-0002,15.0,294.0,5.6,0.0,0.0,voltage,0.0
XFMR-000492,FDR-0002,250.0,11.1,124.4,202.5,76.4,voltage,76.4
XFMR-000493,FDR-0002,100.0,123.4,57.3,6.7,0.0,voltage,0.0
XFMR-000494,FDR-0002,50.0,24.7,17.0,27.8,11.1,voltage,11.1
XFMR-000495,FDR-0002,333.0,0,179.0,246.1,166.8,voltage,166.8
XFMR-000496,FDR-0002,100.0,0,57.2,70.1,32.0,voltage,32.0
XFMR-000497,FDR-0002,333.0,8.0,124.1,280.7,125.6,voltage,125.6
XFMR-000498,FDR-0002,25.0,6.3,18.6,11.1,5.9,voltage,5.9
XFMR-000499,FDR-0002,25.0,4.6,19.6,13.1,12.9,voltage,12.9
XFMR-000500,FDR-0002,37.5,160.1,23.6,0.0,0.0,voltage,0.0
XFMR-000501,FDR-0002,25.0,60.1,15.8,0.0,0.0,voltage,0.0
XFMR-000502,FDR-0002,15.0,11.9,4.8,5.0,0.7,voltage,0.7
XFMR-000503,FDR-0002,333.0,15.2,140.6,224.0,220.4,voltage,220.4
XFMR-000504,FDR-0002,167.0,0,61.8,108.1,59.2,voltage,59.2
XFMR-000505,FDR-0002,333.0,8.5,164.1,267.3,148.1,voltage,148.1
XFMR-000506,FDR-0002,50.0,45.0,31.3,8.7,0.0,voltage,0.0
XFMR-000507,FDR-0002,15.0,0,10.1,10.2,7.7,voltage,7.7
XFMR-000508,FDR-0002,37.5,90.4,20.8,0.0,0.0,voltage,0.0
XFMR-000509,FDR-0002,250.0,0,167.7,168.6,140.4,voltage,140.4
XFMR-000510,FDR-0002,250.0,4.1,79.8,185.1,121.1,voltage,121.1
XFMR-000511,FDR-0002,75.0,10.6,59.8,35.0,33.7,voltage,33.7
XFMR-000512,FDR-0002,15.0,20.9,6.7,0.3,0.0,voltage,0.0
XFMR-000513,FDR-0002,75.0,0,49.6,49.2,37.5,voltage,37.5
XFMR-000514,FDR-0002,50.0,14.3,18.5,27.5,21.6,voltage,21.6
XFMR-000515,FDR-0002,167.0,0,77.3,103.8,88.4,voltage,88.4
XFMR-000516,FDR-0002,167.0,0,102.8,100.3,58.8,voltage,58.8
XFMR-000517,FDR-0002,37.5,10.6,12.8,19.7,14.9,voltage,14.9
XFMR-000518,FDR-0002,500.0,9.4,363.9,273.3,225.5,voltage,225.5
XFMR-000519,FDR-0002,167.0,44.5,78.7,82.3,59.7,voltage,59.7
XFMR-000520,FDR-0002,100.0,3.3,36.8,80.5,36.5,voltage,36.5
XFMR-000521,FDR-0002,250.0,0,193.8,131.6,147.5,thermal,131.6
XFMR-000522,FDR-0003,75.0,0,55.6,45.5,36.9,voltage,36.9
XFMR-000523,FDR-0003,75.0,3.0,54.8,54.2,33.5,voltage,33.5
XFMR-000524,FDR-0003,75.0,0,43.8,43.4,41.0,voltage,41.0
XFMR-000525,FDR-0003,100.0,84.2,59.8,25.9,1.9,voltage,1.9
XFMR-000526,FDR-0003,15.0,7.6,11.6,5.9,0.4,voltage,0.4
XFMR-000527,FDR-0003,25.0,0,18.5,13.8,9.6,voltage,9.6
XFMR-000528,FDR-0003,167.0,10.8,128.6,114.0,90.7,voltage,90.7
XFMR-000529,FDR-0003,10.0,16.1,6.6,0.0,0.0,voltage,0.0
XFMR-000530,FDR-0003,75.0,5.3,57.6,48.5,25.8,voltage,25.8
XFMR-000531,FDR-0003,333.0,177.4,202.4,139.5,38.2,voltage,38.2
XFMR-000532,FDR-0003,15.0,461.4,7.7,0.0,0.0,voltage,0.0
XFMR-000533,FDR-0003,100.0,0,40.4,58.4,37.2,voltage,37.2
XFMR-000534,FDR-0003,500.0,0,290.6,345.0,246.5,voltage,246.5
XFMR-000535,FDR-0003,333.0,0,241.5,236.7,132.6,voltage,132.6
XFMR-000536,FDR-0003,500.0,0,162.9,420.0,253.2,voltage,253.2
XFMR-000537,FDR-0003,250.0,0,122.5,177.8,121.8,voltage,121.8
XFMR-000538,FDR-0003,333.0,20.1,194.5,193.7,171.5,voltage,171.5
XFMR-000539,FDR-0003,167.0,0,54.7,148.1,73.4,voltage,73.4
XFMR-000540,FDR-0003,75.0,0,39.0,43.2,43.8,thermal,43.2
XFMR-000541,FDR-0003,250.0,12.3,104.2,157.8,79.4,voltage,79.4
XFMR-000542,FDR-0003,75.0,0,30.8,63.7,43.2,voltage,43.2
XFMR-000543,FDR-0003,50.0,129.9,20.4,0.0,0.0,voltage,0.0
XFMR-000544,FDR-0003,167.0,0,64.9,121.8,89.4,voltage,89.4
XFMR-000545,FDR-0003,10.0,93.4,5.7,0.0,0.0,voltage,0.0
XFMR-000546,FDR-0003,25.0,0,17.3,17.3,12.6,voltage,12.6
XFMR-000547,FDR-0003,250.0,0,140.1,193.0,101.3,voltage,101.3
XFMR-000548,FDR-0003,37.5,14.6,16.4,20.0,13.1,voltage,13.1
XFMR-000549,FDR-0003,50.0,9.9,15.4,31.5,19.2,voltage,19.2
XFMR-000550,FDR-0003,25.0,0,17.3,15.6,11.2,voltage,11.2
XFMR-000551,FDR-0003,15.0,0,8.1,11.9,7.0,voltage,7.0
XFMR-000552,FDR-0003,75.0,13.9,28.3,47.1,28.0,voltage,28.0
XFMR-000553,FDR-0003,50.0,11.9,21.0,29.8,22.9,voltage,22.9
XFMR-000554,FDR-0003,100.0,0,42.6,81.1,47.2,voltage,47.2
XFMR-000555,FDR-0003,37.5,0,23.4,21.3,16.4,voltage,16.4
XFMR-000556,FDR-0003,167.0,13.4,95.3,125.6,78.3,voltage,78.3
XFMR-000557,FDR-0003,50.0,247.6,36.8,0.0,0.0,voltage,0.0
XFMR-000558,FDR-0003,15.0,0,8.3,8.6,7.3,voltage,7.3
XFMR-000559,FDR-0003,100.0,15.5,71.7,65.1,28.4,voltage,28.4
XFMR-000560,FDR-0003,75.0,36.0,27.8,44.2,5.8,voltage,5.8
XFMR-000561,FDR-0003,500.0,0,181.6,433.8,248.2,voltage,248.2
XFMR-000562,FDR-0003,25.0,0,19.4,13.7,17.8,thermal,13.7
XFMR-000563,FDR-0003,37.5,9.5,19.8,24.4,10.7,voltage,10.7
XFMR-000564,FDR-0003,167.0,466.9,78.8,0.0,0.0,voltage,0.0
XFMR-000565,FDR-0003,75.0,6.7,26.7,52.4,32.2,voltage,32.2
XFMR-000566,FDR-0003,250.0,0,109.7,213.4,134.1,voltage,134.1
XFMR-000567,FDR-0003,25.0,0,18.9,18.4,12.2,voltage,12.2
XFMR-000568,FDR-0003,37.5,5.2,26.7,23.3,16.7,voltage,16.7
XFMR-000569,FDR-0003,15.0,10.2,7.4,4.7,0.0,voltage,0.0
XFMR-000570,FDR-0003,167.0,0,84.3,136.9,121.6,voltage,121.6
XFMR-000571,FDR-0003,250.0,4.8,160.6,178.2,86.2,voltage,86.2
XFMR-000572,FDR-0003,37.5,10.2,24.7,15.7,8.7,voltage,8.7
XFMR-000573,FDR-0003,75.0,15.4,57.0,33.6,15.1,voltage,15.1
XFMR-000574,FDR-0003,15.0,0,11.3,10.5,6.3,voltage,6.3
XFMR-000575,FDR-0003,250.0,0,139.2,171.9,122.4,voltage,122.4
XFMR-000576,FDR-0003,15.0,4.1,10.6,8.9,4.4,voltage,4.4
XFMR-000577,FDR-0003,25.0,7.6,9.6,17.3,6.4,voltage,6.4
XFMR-000578,FDR-0003,75.0,0,35.2,52.3,32.8,voltage,32.8
XFMR-000579,FDR-0003,333.0,0,105.0,252.5,192.6,voltage,192.6
XFMR-000580,FDR-0003,167.0,4.3,118.2,113.4,81.2,voltage,81.2
XFMR-000581,FDR-0003,10.0,16.0,6.4,0.0,0.0,voltage,0.0
XFMR-000582,FDR-0003,250.0,0,191.2,136.9,131.3,voltage,131.3
XFMR-000583,FDR-0003,75.0,0,46.7,55.9,26.9,voltage,26.9
XFMR-000584,FDR-0003,333.0,423.9,249.5,0.0,0.0,voltage,0.0
XFMR-000585,FDR-0003,333.0,8.1,244.8,185.1,196.0,thermal,185.1
XFMR-000586,FDR-0003,75.0,9.2,33.0,44.5,22.9,voltage,22.9
XFMR-000587,FDR-0003,500.0,0,360.1,368.8,222.5,voltage,222.5
XFMR-000588,FDR-0003,75.0,11.4,58.0,47.9,23.6,voltage,23.6
XFMR-000589,FDR-0003,333.0,0,245.3,210.3,127.4,voltage,127.4
XFMR-000590,FDR-0003,75.0,11.0,35.6,38.9,26.8,voltage,26.8
XFMR-000591,FDR-0003,100.0,5.9,32.3,85.7,33.1,voltage,33.1
XFMR-000592,FDR-0003,167.0,15.5,62.6,98.0,44.5,voltage,44.5
XFMR-000593,FDR-0003,15.0,4.2,5.1,10.7,2.9,voltage,2.9
XFMR-000594,FDR-0003,100.0,9.4,32.5,62.5,50.6,voltage,50.6
XFMR-000595,FDR-0003,25.0,0,7.7,22.0,14.6,voltage,14.6
XFMR-000596,FDR-0003,37.5,11.6,27.2,19.0,13.4,voltage,13.4
XFMR-000597,FDR-0003,37.5,7.0,13.7,20.3,16.2,voltage,16.2
XFMR-000598,FDR-0003,167.0,11.1,81.6,103.9,49.7,voltage,49.7
XFMR-000599,FDR-0003,250.0,0,192.0,137.3,137.0,voltage,137.0
XFMR-000600,FDR-0003,50.0,71.9,17.2,1.7,0.0,voltage,0.0
XFMR-000601,FDR-0003,167.0,4.1,61.5,122.3,93.5,voltage,93.5
XFMR-000602,FDR-0003,15.0,6.3,6.9,7.4,1.7,voltage,1.7
XFMR-000603,FDR-0003,75.0,0,42.7,51.2,49.5,voltage,49.5
XFMR-000604,FDR-0003,10.0,18.7,7.3,0.0,0.0,voltage,0.0
XFMR-000605,FDR-0003,500.0,7.5,175.6,300.9,200.9,voltage,200.9
XFMR-000606,FDR-0003,10.0,11.3,3.4,2.1,0.0,voltage,0.0
XFMR-000607,FDR-0003,25.0,17.6,13.2,8.2,0.3,voltage,0.3
XFMR-000608,FDR-0003,100.0,24.3,58.0,50.5,16.2,voltage,16.2
XFMR-000609,FDR-0003,37.5,0,12.2,30.9,16.4,voltage,16.4
XFMR-000610,FDR-0003,50.0,3.2,16.1,38.5,19.4,voltage,19.4
XFMR-000611,FDR-0003,75.0,18.4,52.9,44.6,26.5,voltage,26.5
XFMR-000612,FDR-0003,75.0,0,25.4,50.5,49.5,voltage,49.5
XFMR-000613,FDR-0003,25.0,15.8,7.6,11.0,1.8,voltage,1.8
XFMR-000614,FDR-0003,333.0,368.7,213.3,33.2,0.0,voltage,0.0
XFMR-000615,FDR-0003,167.0,0,119.1,115.7,68.1,voltage,68.1
XFMR-000616,FDR-0003,25.0,199.8,17.9,0.0,0.0,voltage,0.0
XFMR-000617,FDR-0003,100.0,12.8,46.0,76.3,40.5,voltage,40.5
XFMR-000618,FDR-0003,333.0,8.6,180.0,183.6,89.1,voltage,89.1
XFMR-000619,FDR-0003,75.0,0,28.1,55.8,50.2,voltage,50.2
XFMR-000620,FDR-0003,37.5,29.0,28.2,7.3,0.0,voltage,0.0
XFMR-000621,FDR-0003,37.5,0,18.6,27.6,16.5,voltage,16.5
XFMR-000622,FDR-0003,100.0,0,56.1,80.4,52.2,voltage,52.2
XFMR-000623,FDR-0003,15.0,5.4,4.8,7.9,3.1,voltage,3.1
XFMR-000624,FDR-0003,100.0,41.6,63.1,42.7,12.1,voltage,12.1
XFMR-000625,FDR-0003,167.0,58.1,59.9,84.0,64.7,voltage,64.7
XFMR-000626,FDR-0003,15.0,0,9.9,8.6,6.8,voltage,6.8
XFMR-000627,FDR-0003,250.0,0,187.7,162.0,87.4,voltage,87.4
XFMR-000628,FDR-0003,333.0,15.1,145.4,221.1,133.9,voltage,133.9
XFMR-000629,FDR-0003,50.0,118.7,28.3,0.0,0.0,voltage,0.0
XFMR-000630,FDR-0003,10.0,0,6.7,6.9,5.0,voltage,5.0
XFMR-000631,FDR-0003,333.0,0,220.2,227.8,208.9,voltage,208.9
XFMR-000632,FDR-0003,15.0,12.8,10.4,3.1,0.0,voltage,0.0
XFMR-000633,FDR-0003,10.0,19.3,4.2,0.0,0.0,voltage,0.0
XFMR-000634,FDR-0003,500.0,14.4,227.2,367.9,140.3,voltage,140.3
XFMR-000635,FDR-0003,25.0,0,8.3,20.8,10.9,voltage,10.9
XFMR-000636,FDR-0003,167.0,0,113.0,88.0,117.3,thermal,88.0
XFMR-000637,FDR-0003,15.0,10.6,11.7,3.4,1.3,voltage,1.3
XFMR-000638,FDR-0003,75.0,0,37.5,53.0,51.9,voltage,51.9
XFMR-000639,FDR-0003,333.0,0,158.5,222.6,117.1,voltage,117.1
XFMR-000640,FDR-0003,100.0,4.7,61.0,59.1,49.5,voltage,49.5
XFMR-000641,FDR-0003,333.0,83.6,125.1,204.0,102.1,voltage,102.1
XFMR-000642,FDR-0003,333.0,9.8,265.8,213.2,148.6,voltage,148.6
XFMR-000643,FDR-0003,37.5,16.3,13.2,21.4,3.7,voltage,3.7
XFMR-000644,FDR-0003,10.0,87.4,4.9,0.0,0.0,voltage,0.0
XFMR-000645,FDR-0003,250.0,11.7,137.2,192.7,94.0,voltage,94.0
XFMR-000646,FDR-0003,25.0,5.7,19.8,14.5,8.3,voltage,8.3
XFMR-000647,FDR-0003,500.0,259.1,228.5,206.7,19.5,voltage,19.5
XFMR-000648,FDR-0003,167.0,14.4,74.7,107.7,67.4,voltage,67.4
XFMR-000649,FDR-0003,250.0,5.9,155.4,191.5,126.4,voltage,126.4
XFMR-000650,FDR-0003,15.0,0,9.7,9.7,7.0,voltage,7.0
XFMR-000651,FDR-0003,333.0,5.6,167.4,259.8,110.1,voltage,110.1
XFMR-000652,FDR-0003,75.0,3.9,53.8,49.3,35.0,voltage,35.0
XFMR-000653,FDR-0003,167.0,0,72.3,112.0,66.7,voltage,66.7
XFMR-000654,FDR-0003,37.5,16.5,24.8,17.9,10.1,voltage,10.1
XFMR-000655,FDR-0003,37.5,3.4,20.5,28.7,13.4,voltage,13.4
XFMR-000656,FDR-0003,250.0,160.1,122.6,91.2,0.0,voltage,0.0
XFMR-000657,FDR-0003,10.0,0,7.2,5.2,7.2,thermal,5.2
