transformer_id,inspection_date,work_order_id,inspection_type,condition_before,condition_after
XFMR-021351,2017-09-15 18:36:36.053410,WO-000374,emergency,1,1
XFMR-021351,2017-03-29 18:36:36.053420,WO-000375,preventive,2,1
XFMR-000045,2021-11-08 18:36:36.053440,WO-000376,preventive,4,3
XFMR-007501,2025-08-02 18:36:36.053460,WO-000377,routine,1,2
XFMR-007501,2025-10-16 18:36:36.053471,WO-000378,routine,3,2
XFMR-002849,2017-12-25 18:36:36.053490,WO-000379,routine,4,3
XFMR-011916,2017-04-23 18:36:36.053510,WO-000380,preventive,4,4
XFMR-011916,2022-10-06 18:36:36.053520,WO-000381,routine,3,4
XFMR-011916,2017-12-21 18:36:36.053530,WO-000382,routine,5,4
XFMR-000504,2024-08-15 18:36:36.053550,WO-000383,preventive,1,2
XFMR-007696,2022-07-01 18:36:36.053569,WO-000384,preventive,5,5
XFMR-007696,2020-06-29 18:36:36.053580,WO-000385,emergency,5,5
XFMR-014003,2025-07-24 18:36:36.053599,WO-000386,routine,3,4
XFMR-014003,2020-03-22 18:36:36.053610,WO-000387,emergency,3,4
XFMR-014003,2017-05-28 18:36:36.053619,WO-000388,routine,5,4
XFMR-003483,2024-02-17 18:36:36.053639,WO-000389,routine,3,2
XFMR-003483,2017-10-11 18:36:36.053649,WO-000390,preventive,1,2
XFMR-003483,2024-04-02 18:36:36.053659,WO-000391,routine,3,2
XFMR-019630,2022-01-29 18:36:36.053678,WO-000392,preventive,2,2
XFMR-019630,2024-10-15 18:36:36.053691,WO-000393,routine,3,2
XFMR-019630,2023-05-24 18:36:36.053701,WO-000394,routine,1,2
XFMR-011021,2017-08-17 18:36:36.053721,WO-000395,preventive,2,2
XFMR-004310,2022-12-14 18:36:36.053741,WO-000396,routine,2,2
XFMR-004310,2021-10-23 18:36:36.053752,WO-000397,routine,1,2
XFMR-001871,2018-01-28 18:36:36.053773,WO-000398,routine,1,2
XFMR-001871,2017-05-26 18:36:36.053788,WO-000399,routine,2,2
XFMR-001871,2024-02-08 18:36:36.053801,WO-000400,routine,3,2
XFMR-001457,2018-06-05 18:36:36.053822,WO-000401,routine,2,3
XFMR-007204,2025-08-09 18:36:36.053848,WO-000402,routine,2,2
XFMR-007204,2017-05-07 18:36:36.053863,WO-000403,routine,1,2
XFMR-008384,2024-06-01 18:36:36.053889,WO-000404,routine,3,2
XFMR-008384,2023-08-14 18:36:36.053899,WO-000405,routine,3,2
XFMR-008384,2025-03-16 18:36:36.053909,WO-000406,emergency,2,2
XFMR-019968,2024-11-29 18:36:36.053936,WO-000407,emergency,4,5
XFMR-019968,2020-08-15 18:36:36.053949,WO-000408,routine,5,5
XFMR-004933,2020-03-21 18:36:36.053971,WO-000409,emergency,3,4
XFMR-004008,2019-03-02 18:36:36.053993,WO-000410,routine,3,4
XFMR-004008,2025-09-14 18:36:36.054004,WO-000411,preventive,4,4
XFMR-004008,2020-08-06 18:36:36.054014,WO-000412,preventive,4,4
XFMR-011725,2021-08-08 18:36:36.054040,WO-000413,routine,5,4
XFMR-011725,2016-11-17 18:36:36.054052,WO-000414,routine,5,4
XFMR-017697,2016-12-11 18:36:36.054079,WO-000415,routine,3,3
XFMR-017697,2018-12-20 18:36:36.054094,WO-000416,preventive,4,3
XFMR-015222,2025-01-09 18:36:36.054120,WO-000417,routine,2,3
XFMR-015222,2020-07-19 18:36:36.054134,WO-000418,routine,2,3
XFMR-015222,2016-12-07 18:36:36.054145,WO-000419,routine,4,3
XFMR-005834,2018-12-26 18:36:36.054170,WO-000420,routine,3,2
XFMR-005834,2023-03-26 18:36:36.054184,WO-000421,preventive,3,2
XFMR-005834,2016-06-23 18:36:36.054196,WO-000422,preventive,1,2
XFMR-016781,2017-04-11 18:36:36.054217,WO-000423,preventive,2,1
XFMR-016781,2021-12-11 18:36:36.054231,WO-000424,routine,1,1
XFMR-016781,2024-09-28 18:36:36.054241,WO-000425,routine,2,1
XFMR-013139,2024-06-03 18:36:36.054260,WO-000426,preventive,2,3
XFMR-013792,2020-09-22 18:36:36.054281,WO-000427,routine,1,2
XFMR-000384,2025-12-11 18:36:36.054301,WO-000428,routine,5,5
XFMR-000384,2025-05-10 18:36:36.054312,WO-000429,routine,5,5
XFMR-015663,2017-07-01 18:36:36.054332,WO-000430,routine,2,2
XFMR-015663,2025-01-03 18:36:36.054343,WO-000431,routine,2,2
XFMR-015663,2025-06-26 18:36:36.054353,WO-000432,emergency,1,2
XFMR-017535,2022-05-23 18:36:36.054372,WO-000433,preventive,4,4
XFMR-020724,2017-11-26 18:36:36.054393,WO-000434,routine,4,4
XFMR-006535,2016-02-24 18:36:36.054413,WO-000435,routine,1,2
XFMR-006535,2020-07-01 18:36:36.054424,WO-000436,routine,2,2
XFMR-002137,2018-09-19 18:36:36.054443,WO-000437,routine,3,2
XFMR-004035,2019-05-17 18:36:36.054464,WO-000438,preventive,1,1
XFMR-004035,2019-11-20 18:36:36.054475,WO-000439,routine,2,1
XFMR-004035,2025-08-05 18:36:36.054487,WO-000440,preventive,2,1
XFMR-014899,2024-09-30 18:36:36.054507,WO-000441,routine,2,1
XFMR-014899,2025-01-31 18:36:36.054518,WO-000442,routine,1,1
XFMR-014899,2025-08-20 18:36:36.054528,WO-000443,routine,2,1
XFMR-007672,2021-11-18 18:36:36.054548,WO-000444,routine,3,3
XFMR-007672,2022-12-14 18:36:36.054558,WO-000445,routine,3,3
XFMR-007672,2025-12-03 18:36:36.054570,WO-000446,routine,3,3
XFMR-006133,2020-07-23 18:36:36.054592,WO-000447,routine,2,3
XFMR-021456,2018-03-04 18:36:36.054612,WO-000448,routine,4,3
XFMR-021456,2017-02-15 18:36:36.054623,WO-000449,emergency,3,3
XFMR-005549,2017-09-02 18:36:36.054643,WO-000450,routine,5,4
XFMR-017068,2022-10-19 18:36:36.054664,WO-000451,routine,3,3
XFMR-017068,2020-11-28 18:36:36.054674,WO-000452,routine,2,3
XFMR-017068,2017-07-26 18:36:36.054684,WO-000453,emergency,3,3
XFMR-017731,2017-11-19 18:36:36.054704,WO-000454,routine,5,4
XFMR-017731,2017-04-19 18:36:36.054714,WO-000455,routine,4,4
XFMR-017731,2025-05-14 18:36:36.054724,WO-000456,routine,4,4
XFMR-011652,2022-02-10 18:36:36.054744,WO-000457,emergency,4,3
XFMR-011652,2020-05-29 18:36:36.054755,WO-000458,routine,4,3
XFMR-018178,2021-02-22 18:36:36.054775,WO-000459,routine,2,3
XFMR-018178,2021-08-05 18:36:36.054786,WO-000460,routine,4,3
XFMR-018693,2020-07-08 18:36:36.054805,WO-000461,routine,3,4
XFMR-018693,2017-11-26 18:36:36.054816,WO-000462,preventive,3,4
XFMR-017358,2018-04-04 18:36:36.054836,WO-000463,routine,4,3
XFMR-016287,2018-10-06 18:36:36.054856,WO-000464,emergency,3,4
XFMR-005854,2019-11-30 18:36:36.054883,WO-000465,preventive,1,2
XFMR-005854,2021-08-25 18:36:36.054898,WO-000466,routine,3,2
XFMR-006188,2025-03-18 18:36:36.054918,WO-000467,routine,5,5
XFMR-006188,2023-02-16 18:36:36.054929,WO-000468,emergency,4,5
XFMR-006188,2020-11-29 18:36:36.054939,WO-000469,preventive,5,5
XFMR-011159,2020-12-24 18:36:36.054959,WO-000470,routine,2,2
XFMR-018850,2018-09-24 18:36:36.054981,WO-000471,routine,3,3
XFMR-018850,2023-06-29 18:36:36.054996,WO-000472,preventive,2,3
XFMR-001228,2025-07-15 18:36:36.055017,WO-000473,routine,3,2
XFMR-002502,2017-02-25 18:36:36.055040,WO-000474,routine,3,3
XFMR-002502,2016-05-06 18:36:36.055051,WO-000475,emergency,3,3
XFMR-002502,2017-09-15 18:36:36.055061,WO-000476,preventive,4,3
XFMR-009559,2017-03-05 18:36:36.055081,WO-000477,routine,5,5
XFMR-002196,2025-09-04 18:36:36.055101,WO-000478,preventive,4,3
XFMR-002196,2018-05-25 18:36:36.055111,WO-000479,routine,4,3
XFMR-018641,2018-09-02 18:36:36.055131,WO-000480,routine,3,3
XFMR-018641,2022-08-05 18:36:36.055143,WO-000481,routine,4,3
XFMR-018641,2023-03-03 18:36:36.055153,WO-000482,routine,3,3
XFMR-005129,2023-07-27 18:36:36.055173,WO-000483,emergency,2,2
XFMR-005129,2019-09-04 18:36:36.055183,WO-000484,emergency,1,2
XFMR-016056,2025-04-01 18:36:36.055203,WO-000485,routine,1,2
XFMR-016056,2016-11-07 18:36:36.055213,WO-000486,preventive,1,2
XFMR-016056,2022-09-17 18:36:36.055223,WO-000487,routine,1,2
XFMR-009718,2018-11-23 18:36:36.055242,WO-000488,routine,2,2
XFMR-007923,2017-05-11 18:36:36.055262,WO-000489,routine,2,1
XFMR-007923,2016-10-08 18:36:36.055273,WO-000490,routine,1,1
XFMR-007923,2024-09-06 18:36:36.055283,WO-000491,routine,1,1
XFMR-019628,2024-07-05 18:36:36.055302,WO-000492,routine,4,3
XFMR-019628,2022-08-17 18:36:36.055312,WO-000493,emergency,4,3
XFMR-019628,2021-07-02 18:36:36.055322,WO-000494,routine,4,3
XFMR-006282,2023-03-09 18:36:36.055341,WO-000495,emergency,4,3
XFMR-015143,2022-01-27 18:36:36.055361,WO-000496,routine,2,2
XFMR-008909,2019-02-28 18:36:36.055381,WO-000497,preventive,4,3
XFMR-006551,2018-05-17 18:36:36.055401,WO-000498,preventive,3,3
XFMR-006551,2021-12-20 18:36:36.055411,WO-000499,routine,2,3
XFMR-006551,2017-07-20 18:36:36.055421,WO-000500,routine,3,3
XFMR-014314,2022-03-17 18:36:36.055440,WO-000501,routine,4,5
XFMR-008754,2023-09-11 18:36:36.055460,WO-000502,routine,4,3
XFMR-008754,2021-10-24 18:36:36.055471,WO-000503,routine,3,3
XFMR-016601,2021-04-17 18:36:36.055490,WO-000504,routine,1,2
XFMR-016601,2018-04-10 18:36:36.055500,WO-000505,emergency,2,2
XFMR-016601,2018-12-15 18:36:36.055510,WO-000506,preventive,1,2
XFMR-005801,2019-08-16 18:36:36.055529,WO-000507,routine,4,4
XFMR-005801,2022-01-19 18:36:36.055539,WO-000508,routine,3,4
XFMR-007986,2017-12-07 18:36:36.055559,WO-000509,routine,1,1
XFMR-007986,2023-10-17 18:36:36.055569,WO-000510,preventive,1,1
XFMR-004399,2024-07-03 18:36:36.055588,WO-000511,routine,3,2
XFMR-004399,2017-02-21 18:36:36.055599,WO-000512,routine,1,2
XFMR-004399,2023-10-03 18:36:36.055608,WO-000513,routine,2,2
XFMR-009404,2024-10-21 18:36:36.055627,WO-000514,routine,3,4
XFMR-007415,2021-12-21 18:36:36.055647,WO-000515,routine,4,3
XFMR-018133,2019-03-27 18:36:36.055669,WO-000516,routine,4,3
XFMR-018133,2022-03-14 18:36:36.055680,WO-000517,routine,3,3
XFMR-018133,2020-08-07 18:36:36.055692,WO-000518,routine,4,3
XFMR-020006,2025-01-15 18:36:36.055711,WO-000519,routine,2,2
XFMR-020006,2016-12-28 18:36:36.055722,WO-000520,routine,3,2
XFMR-005866,2020-04-20 18:36:36.055741,WO-000521,preventive,4,3
XFMR-005866,2017-09-25 18:36:36.055752,WO-000522,routine,3,3
XFMR-005866,2020-09-21 18:36:36.055761,WO-000523,routine,3,3
XFMR-011937,2021-09-18 18:36:36.055781,WO-000524,emergency,2,3
XFMR-010558,2017-03-15 18:36:36.055801,WO-000525,routine,5,5
XFMR-003512,2016-06-08 18:36:36.055820,WO-000526,routine,3,2
XFMR-003512,2016-08-20 18:36:36.055831,WO-000527,routine,1,2
XFMR-012278,2020-11-29 18:36:36.055850,WO-000528,routine,4,5
XFMR-012278,2020-07-19 18:36:36.055861,WO-000529,routine,4,5
XFMR-012278,2016-06-21 18:36:36.055871,WO-000530,routine,5,5
XFMR-000035,2019-10-28 18:36:36.055891,WO-000531,preventive,5,5
XFMR-000035,2022-10-21 18:36:36.055901,WO-000532,routine,4,5
XFMR-003024,2024-07-22 18:36:36.055920,WO-000533,routine,4,3
XFMR-008031,2022-11-16 18:36:36.055940,WO-000534,routine,4,5
XFMR-008031,2021-05-11 18:36:36.055950,WO-000535,preventive,4,5
XFMR-000248,2020-06-04 18:36:36.055970,WO-000536,emergency,5,5
XFMR-009898,2017-05-01 18:36:36.055990,WO-000537,routine,2,3
XFMR-009898,2025-03-27 18:36:36.056000,WO-000538,routine,4,3
XFMR-020836,2019-10-23 18:36:36.056019,WO-000539,emergency,2,3
XFMR-020836,2019-04-05 18:36:36.056030,WO-000540,emergency,3,3
XFMR-020836,2018-09-13 18:36:36.056039,WO-000541,preventive,4,3
XFMR-013746,2024-11-12 18:36:36.056059,WO-000542,routine,5,4
XFMR-013746,2018-03-17 18:36:36.056069,WO-000543,routine,5,4
XFMR-013746,2016-11-28 18:36:36.056079,WO-000544,routine,3,4
XFMR-020708,2025-08-12 18:36:36.056098,WO-000545,preventive,2,2
XFMR-020708,2021-11-14 18:36:36.056108,WO-000546,routine,1,2
XFMR-008899,2016-08-28 18:36:36.056127,WO-000547,preventive,3,3
XFMR-008899,2018-05-09 18:36:36.056138,WO-000548,routine,3,3
XFMR-001183,2018-06-22 18:36:36.056157,WO-000549,routine,1,1
XFMR-001183,2016-08-26 18:36:36.056167,WO-000550,routine,1,1
XFMR-007489,2022-05-10 18:36:36.056186,WO-000551,preventive,4,3
XFMR-013978,2024-05-11 18:36:36.056206,WO-000552,routine,3,3
XFMR-013978,2024-12-14 18:36:36.056217,WO-000553,routine,4,3
XFMR-013978,2023-09-16 18:36:36.056227,WO-000554,preventive,2,3
XFMR-010009,2024-03-18 18:36:36.056246,WO-000555,routine,3,2
XFMR-013044,2022-02-15 18:36:36.056266,WO-000556,routine,3,3
XFMR-000912,2018-07-12 18:36:36.056286,WO-000557,preventive,2,3
XFMR-000912,2017-06-01 18:36:36.056296,WO-000558,preventive,2,3
XFMR-015795,2017-07-25 18:36:36.056316,WO-000559,preventive,2,2
XFMR-015795,2019-08-01 18:36:36.056326,WO-000560,routine,3,2
XFMR-020631,2016-11-23 18:36:36.056345,WO-000561,routine,4,4
XFMR-020631,2019-03-14 18:36:36.056356,WO-000562,preventive,5,4
XFMR-017484,2025-12-17 18:36:36.056375,WO-000563,routine,1,1
XFMR-001078,2019-09-09 18:36:36.056394,WO-000564,preventive,3,2
XFMR-001078,2023-05-27 18:36:36.056405,WO-000565,routine,2,2
XFMR-001078,2023-10-03 18:36:36.056415,WO-000566,emergency,1,2
XFMR-003097,2022-05-24 18:36:36.056434,WO-000567,routine,5,5
XFMR-003097,2018-12-29 18:36:36.056444,WO-000568,routine,5,5
XFMR-010195,2021-11-15 18:36:36.056464,WO-000569,preventive,1,2
XFMR-006429,2019-03-24 18:36:36.056483,WO-000570,preventive,4,4
XFMR-017555,2016-12-05 18:36:36.056503,WO-000571,emergency,3,4
XFMR-016628,2025-11-26 18:36:36.056523,WO-000572,routine,2,3
XFMR-016628,2022-04-03 18:36:36.056534,WO-000573,routine,4,3
XFMR-000209,2019-06-26 18:36:36.056555,WO-000574,preventive,2,3
XFMR-000209,2016-05-11 18:36:36.056565,WO-000575,routine,3,3
XFMR-005886,2023-10-09 18:36:36.056585,WO-000576,routine,3,3
XFMR-005886,2020-10-10 18:36:36.056595,WO-000577,routine,4,3
XFMR-005763,2020-04-17 18:36:36.056614,WO-000578,preventive,4,3
XFMR-009560,2022-06-14 18:36:36.056634,WO-000579,routine,3,3
XFMR-009560,2025-03-23 18:36:36.056645,WO-000580,routine,3,3
XFMR-004297,2024-05-14 18:36:36.056664,WO-000581,preventive,2,2
XFMR-004529,2025-11-03 18:36:36.056683,WO-000582,routine,3,3
XFMR-004529,2023-08-18 18:36:36.056694,WO-000583,routine,4,3
XFMR-012752,2023-05-16 18:36:36.056713,WO-000584,preventive,1,2
XFMR-012752,2018-02-20 18:36:36.056723,WO-000585,emergency,2,2
XFMR-012752,2019-04-11 18:36:36.056733,WO-000586,routine,2,2
XFMR-018566,2025-09-16 18:36:36.056752,WO-000587,routine,3,2
XFMR-018566,2024-09-13 18:36:36.056763,WO-000588,routine,2,2
XFMR-011943,2016-07-19 18:36:36.056782,WO-000589,preventive,2,2
XFMR-011943,2024-05-12 18:36:36.056792,WO-000590,routine,1,2
XFMR-020609,2018-10-06 18:36:36.056811,WO-000591,routine,3,2
XFMR-020609,2019-09-09 18:36:36.056822,WO-000592,routine,3,2
XFMR-020609,2018-11-25 18:36:36.056831,WO-000593,routine,2,2
XFMR-004922,2021-05-30 18:36:36.056851,WO-000594,emergency,3,3
XFMR-008863,2021-01-13 18:36:36.056873,WO-000595,emergency,1,1
XFMR-015978,2024-03-02 18:36:36.056893,WO-000596,preventive,4,3
XFMR-019240,2018-02-04 18:36:36.056912,WO-000597,preventive,3,2
XFMR-019240,2026-01-09 18:36:36.056923,WO-000598,routine,1,2
XFMR-017760,2017-03-21 18:36:36.056942,WO-000599,routine,4,4
XFMR-017760,2018-10-29 18:36:36.056953,WO-000600,routine,3,4
XFMR-014581,2021-09-23 18:36:36.056972,WO-000601,routine,5,4
XFMR-011359,2016-12-19 18:36:36.056991,WO-000602,preventive,3,2
XFMR-011359,2020-05-14 18:36:36.057002,WO-000603,routine,3,2
XFMR-011359,2019-02-26 18:36:36.057012,WO-000604,routine,1,2
XFMR-019428,2023-04-21 18:36:36.057031,WO-000605,emergency,2,3
XFMR-019428,2022-09-15 18:36:36.057041,WO-000606,routine,2,3
XFMR-019428,2023-07-31 18:36:36.057051,WO-000607,routine,4,3
XFMR-008961,2023-06-27 18:36:36.057070,WO-000608,routine,5,4
XFMR-008961,2016-08-23 18:36:36.057081,WO-000609,routine,4,4
XFMR-008961,2022-04-11 18:36:36.057090,WO-000610,routine,4,4
XFMR-013810,2018-06-04 18:36:36.057110,WO-000611,routine,3,2
XFMR-013810,2018-01-17 18:36:36.057120,WO-000612,routine,1,2
XFMR-011681,2021-05-11 18:36:36.057140,WO-000613,preventive,3,3
XFMR-011681,2023-11-27 18:36:36.057150,WO-000614,preventive,3,3
XFMR-011681,2020-09-28 18:36:36.057160,WO-000615,emergency,4,3
XFMR-021069,2021-10-05 18:36:36.057179,WO-000616,routine,4,3
XFMR-021069,2020-09-26 18:36:36.057189,WO-000617,preventive,4,3
XFMR-021069,2020-03-02 18:36:36.057199,WO-000618,routine,3,3
XFMR-003234,2023-05-23 18:36:36.057218,WO-000619,routine,4,4
XFMR-003234,2017-10-05 18:36:36.057228,WO-000620,preventive,4,4
XFMR-003234,2021-10-19 18:36:36.057238,WO-000621,preventive,3,4
XFMR-009899,2022-04-16 18:36:36.057257,WO-000622,routine,3,3
XFMR-009899,2023-04-26 18:36:36.057268,WO-000623,routine,3,3
XFMR-009899,2016-06-30 18:36:36.057277,WO-000624,routine,2,3
XFMR-020891,2025-07-07 18:36:36.057296,WO-000625,routine,1,1
XFMR-016788,2017-06-05 18:36:36.057316,WO-000626,routine,3,3
XFMR-002951,2022-01-12 18:36:36.057336,WO-000627,preventive,3,4
XFMR-002951,2018-01-24 18:36:36.057347,WO-000628,emergency,4,4
XFMR-002951,2017-10-06 18:36:36.057356,WO-000629,routine,5,4
XFMR-012385,2025-07-13 18:36:36.057375,WO-000630,routine,4,3
XFMR-012385,2022-05-21 18:36:36.057386,WO-000631,routine,2,3
XFMR-008014,2020-01-02 18:36:36.057405,WO-000632,routine,3,4
XFMR-008014,2020-01-11 18:36:36.057416,WO-000633,emergency,5,4
XFMR-005812,2020-06-15 18:36:36.057435,WO-000634,routine,4,4
XFMR-002142,2018-01-13 18:36:36.057454,WO-000635,routine,4,4
XFMR-010580,2020-05-24 18:36:36.057474,WO-000636,routine,2,2
XFMR-010580,2020-04-16 18:36:36.057485,WO-000637,routine,1,2
XFMR-002013,2016-12-06 18:36:36.057504,WO-000638,routine,5,5
XFMR-002013,2019-09-24 18:36:36.057514,WO-000639,emergency,5,5
XFMR-002013,2021-11-24 18:36:36.057524,WO-000640,routine,5,5
XFMR-021082,2023-10-01 18:36:36.057543,WO-000641,routine,2,3
XFMR-011428,2022-02-13 18:36:36.057562,WO-000642,routine,2,3
XFMR-002468,2017-09-04 18:36:36.057584,WO-000643,routine,2,1
XFMR-004203,2019-07-31 18:36:36.057603,WO-000644,preventive,1,1
XFMR-004203,2016-06-14 18:36:36.057614,WO-000645,routine,2,1
XFMR-004203,2022-08-14 18:36:36.057623,WO-000646,routine,1,1
XFMR-018165,2017-11-25 18:36:36.057643,WO-000647,routine,2,1
XFMR-018165,2021-06-19 18:36:36.057653,WO-000648,preventive,2,1
XFMR-011375,2020-12-15 18:36:36.057672,WO-000649,preventive,4,3
XFMR-000342,2022-09-18 18:36:36.057692,WO-000650,routine,4,5
XFMR-000342,2017-07-18 18:36:36.057704,WO-000651,routine,4,5
XFMR-000342,2018-11-12 18:36:36.057714,WO-000652,emergency,5,5
XFMR-014002,2025-07-18 18:36:36.057734,WO-000653,routine,3,3
XFMR-014002,2022-01-07 18:36:36.057744,WO-000654,routine,2,3
XFMR-007733,2017-03-24 18:36:36.057763,WO-000655,routine,1,1
XFMR-007733,2016-10-05 18:36:36.057773,WO-000656,routine,2,1
XFMR-007733,2021-11-16 18:36:36.057783,WO-000657,emergency,1,1
XFMR-014463,2019-07-28 18:36:36.057802,WO-000658,routine,3,2
XFMR-003795,2020-05-14 18:36:36.057822,WO-000659,routine,2,1
XFMR-000211,2018-03-06 18:36:36.057842,WO-000660,routine,5,4
XFMR-000424,2017-01-10 18:36:36.057862,WO-000661,routine,4,3
XFMR-000424,2020-05-10 18:36:36.057872,WO-000662,emergency,2,3
XFMR-009653,2023-09-03 18:36:36.057891,WO-000663,routine,3,2
XFMR-009653,2022-04-10 18:36:36.057902,WO-000664,routine,2,2
XFMR-009653,2023-05-08 18:36:36.057911,WO-000665,routine,1,2
XFMR-016408,2018-07-04 18:36:36.057930,WO-000666,routine,3,3
XFMR-003342,2019-02-18 18:36:36.057950,WO-000667,preventive,3,3
XFMR-003342,2024-05-14 18:36:36.057961,WO-000668,routine,2,3
XFMR-016582,2024-07-08 18:36:36.057980,WO-000669,preventive,2,2
XFMR-016582,2022-08-03 18:36:36.057990,WO-000670,routine,3,2
XFMR-011293,2022-01-23 18:36:36.058009,WO-000671,preventive,3,4
XFMR-015072,2023-07-16 18:36:36.058029,WO-000672,routine,4,5
XFMR-015072,2017-11-11 18:36:36.058040,WO-000673,routine,4,5
XFMR-020301,2023-08-31 18:36:36.058061,WO-000674,preventive,5,5
XFMR-020301,2016-04-26 18:36:36.058071,WO-000675,emergency,5,5
XFMR-001596,2022-02-01 18:36:36.058090,WO-000676,routine,1,2
XFMR-005419,2017-08-04 18:36:36.058110,WO-000677,emergency,4,4
XFMR-005419,2020-11-09 18:36:36.058120,WO-000678,routine,3,4
XFMR-010027,2024-09-03 18:36:36.058139,WO-000679,preventive,2,3
XFMR-010027,2022-04-28 18:36:36.058150,WO-000680,routine,3,3
XFMR-015869,2020-10-15 18:36:36.058169,WO-000681,preventive,3,3
XFMR-015869,2024-07-04 18:36:36.058179,WO-000682,routine,4,3
XFMR-015869,2022-02-07 18:36:36.058189,WO-000683,preventive,4,3
XFMR-003044,2020-10-03 18:36:36.058208,WO-000684,routine,3,2
XFMR-003044,2025-10-14 18:36:36.058219,WO-000685,routine,2,2
XFMR-003044,2025-02-03 18:36:36.058229,WO-000686,routine,2,2
XFMR-006742,2017-05-19 18:36:36.058248,WO-000687,routine,4,3
XFMR-006742,2022-07-07 18:36:36.058258,WO-000688,routine,3,3
XFMR-006742,2021-03-31 18:36:36.058268,WO-000689,routine,3,3
XFMR-001262,2019-04-02 18:36:36.058287,WO-000690,emergency,2,3
XFMR-001262,2017-08-01 18:36:36.058298,WO-000691,routine,2,3
XFMR-013617,2024-02-20 18:36:36.058317,WO-000692,emergency,1,1
XFMR-016207,2023-02-12 18:36:36.058337,WO-000693,routine,2,3
XFMR-016207,2021-10-30 18:36:36.058347,WO-000694,routine,3,3
XFMR-016207,2017-07-20 18:36:36.058357,WO-000695,routine,3,3
XFMR-010347,2023-09-23 18:36:36.058376,WO-000696,preventive,4,4
XFMR-018853,2018-02-20 18:36:36.058396,WO-000697,routine,2,1
XFMR-018853,2023-12-25 18:36:36.058406,WO-000698,preventive,1,1
XFMR-018853,2017-04-28 18:36:36.058416,WO-000699,preventive,2,1
XFMR-010463,2020-05-13 18:36:36.058435,WO-000700,routine,3,3
XFMR-010463,2023-04-14 18:36:36.058445,WO-000701,routine,3,3
XFMR-004565,2019-10-05 18:36:36.058466,WO-000702,routine,2,3
XFMR-009040,2021-05-08 18:36:36.058486,WO-000703,routine,4,4
XFMR-009040,2026-01-05 18:36:36.058497,WO-000704,routine,5,4
XFMR-009040,2019-10-10 18:36:36.058506,WO-000705,routine,3,4
XFMR-003579,2019-11-20 18:36:36.058526,WO-000706,routine,3,2
XFMR-001979,2020-08-10 18:36:36.058546,WO-000707,routine,5,4
XFMR-001979,2019-08-15 18:36:36.058556,WO-000708,routine,3,4
XFMR-001979,2023-04-19 18:36:36.058566,WO-000709,preventive,5,4
XFMR-011439,2018-05-15 18:36:36.058586,WO-000710,routine,3,3
XFMR-011439,2020-04-05 18:36:36.058597,WO-000711,routine,2,3
XFMR-012713,2021-03-29 18:36:36.058617,WO-000712,routine,2,2
XFMR-012713,2020-12-19 18:36:36.058627,WO-000713,routine,2,2
XFMR-011072,2016-03-09 18:36:36.058646,WO-000714,preventive,2,3
XFMR-011072,2023-12-19 18:36:36.058657,WO-000715,routine,4,3
XFMR-011072,2022-02-08 18:36:36.058667,WO-000716,routine,3,3
XFMR-001475,2022-03-05 18:36:36.058686,WO-000717,routine,4,3
XFMR-001475,2023-10-07 18:36:36.058696,WO-000718,routine,2,3
XFMR-010528,2019-06-06 18:36:36.058715,WO-000719,routine,1,2
XFMR-010528,2017-10-04 18:36:36.058725,WO-000720,routine,3,2
XFMR-010528,2020-07-01 18:36:36.058735,WO-000721,routine,2,2
XFMR-019036,2025-07-20 18:36:36.058754,WO-000722,preventive,4,4
XFMR-019036,2016-11-20 18:36:36.058764,WO-000723,routine,5,4
XFMR-000370,2025-10-24 18:36:36.058784,WO-000724,routine,3,4
XFMR-000370,2024-05-06 18:36:36.058794,WO-000725,routine,4,4
XFMR-000370,2017-08-07 18:36:36.058804,WO-000726,routine,4,4
XFMR-002938,2023-07-06 18:36:36.058823,WO-000727,routine,3,2
